year_month,district,demand_total,monthly_capacity,request_capacity_ratio,delay_index,load_category
2025-06,Baleshwar,15,16640.0,0.0009014423076923,LOW,normal
2025-06,Baleshwar,15,4160.0,0.0036057692307692,LOW,normal
2025-07,Baleshwar,8,16640.0,0.0004807692307692,LOW,normal
2025-07,Baleshwar,8,4160.0,0.0019230769230769,LOW,normal
2025-07,Baleshwar,5,16640.0,0.0003004807692307,LOW,normal
2025-07,Baleshwar,5,4160.0,0.001201923076923,LOW,normal
2025-08,Baleshwar,46,16640.0,0.002764423076923,LOW,normal
2025-08,Baleshwar,46,4160.0,0.0110576923076923,LOW,normal
2025-08,Baleshwar,20,16640.0,0.001201923076923,LOW,normal
2025-08,Baleshwar,20,4160.0,0.0048076923076923,LOW,normal
2025-09,Baleshwar,30,16640.0,0.0018028846153846,LOW,normal
2025-09,Baleshwar,30,4160.0,0.0072115384615384,LOW,normal
2025-09,Baleshwar,9,16640.0,0.0005408653846153,LOW,normal
2025-09,Baleshwar,9,4160.0,0.0021634615384615,LOW,normal
2025-10,Baleshwar,54,16640.0,0.0032451923076923,LOW,festival
2025-10,Baleshwar,54,4160.0,0.0129807692307692,LOW,festival
2025-10,Baleshwar,24,16640.0,0.0014423076923076,LOW,festival
2025-10,Baleshwar,24,4160.0,0.0057692307692307,LOW,festival
2025-11,Baleshwar,28,16640.0,0.0016826923076923,LOW,festival
2025-11,Baleshwar,28,4160.0,0.0067307692307692,LOW,festival
2025-11,Baleshwar,16,16640.0,0.0009615384615384,LOW,festival
2025-11,Baleshwar,16,4160.0,0.0038461538461538,LOW,festival
2025-12,Baleshwar,27,16640.0,0.0016225961538461,LOW,normal
2025-12,Baleshwar,27,4160.0,0.0064903846153846,LOW,normal
2025-12,Baleshwar,22,16640.0,0.0013221153846153,LOW,normal
2025-12,Baleshwar,22,4160.0,0.0052884615384615,LOW,normal
2025-01,Baleswar,251,72800.0,0.0034478021978021,LOW,scheme
2025-01,Baleswar,251,0.0,inf,HIGH,scheme
2025-02,Baleswar,383,72800.0,0.005260989010989,LOW,normal
2025-02,Baleswar,383,0.0,inf,HIGH,normal
2025-03,Baleswar,173,72800.0,0.0023763736263736,LOW,exam
2025-03,Baleswar,173,0.0,inf,HIGH,exam
2025-04,Baleswar,192,72800.0,0.0026373626373626,LOW,exam
2025-04,Baleswar,192,0.0,inf,HIGH,exam
2025-05,Baleswar,176,72800.0,0.0024175824175824,LOW,normal
2025-05,Baleswar,176,0.0,inf,HIGH,normal
2025-06,Baleswar,236,72800.0,0.0032417582417582,LOW,normal
2025-06,Baleswar,236,0.0,inf,HIGH,normal
2025-07,Baleswar,61,72800.0,0.000837912087912,LOW,normal
2025-07,Baleswar,61,0.0,inf,HIGH,normal
2025-08,Baleswar,285,72800.0,0.0039148351648351,LOW,normal
2025-08,Baleswar,285,0.0,inf,HIGH,normal
2025-09,Baleswar,315,72800.0,0.004326923076923,LOW,normal
2025-09,Baleswar,315,0.0,inf,HIGH,normal
2025-10,Baleswar,308,72800.0,0.0042307692307692,LOW,festival
2025-10,Baleswar,308,0.0,inf,HIGH,festival
2025-11,Baleswar,282,72800.0,0.0038736263736263,LOW,festival
2025-11,Baleswar,282,0.0,inf,HIGH,festival
2025-12,Baleswar,242,72800.0,0.0033241758241758,LOW,normal
2025-12,Baleswar,242,0.0,inf,HIGH,normal
2025-01,Ballari,100,41600.0,0.0024038461538461,LOW,scheme
2025-02,Ballari,148,41600.0,0.0035576923076923,LOW,normal
2025-03,Ballari,86,41600.0,0.0020673076923076,LOW,exam
2025-04,Ballari,92,41600.0,0.0022115384615384,LOW,exam
2025-05,Ballari,69,41600.0,0.0016586538461538,LOW,normal
2025-06,Ballari,104,41600.0,0.0025,LOW,normal
2025-07,Ballari,20,41600.0,0.0004807692307692,LOW,normal
2025-08,Ballari,140,41600.0,0.0033653846153846,LOW,normal
2025-09,Ballari,131,41600.0,0.0031490384615384,LOW,normal
2025-10,Ballari,158,41600.0,0.0037980769230769,LOW,festival
2025-11,Ballari,123,41600.0,0.0029567307692307,LOW,festival
2025-12,Ballari,90,41600.0,0.0021634615384615,LOW,normal
2025-01,Ballia,338,174720.0,0.0019345238095238,LOW,scheme
2025-02,Ballia,490,174720.0,0.0028044871794871,LOW,normal
2025-03,Ballia,369,174720.0,0.0021119505494505,LOW,exam
2025-04,Ballia,235,174720.0,0.0013450091575091,LOW,exam
2025-05,Ballia,320,174720.0,0.0018315018315018,LOW,normal
2025-06,Ballia,343,174720.0,0.001963141025641,LOW,normal
2025-07,Ballia,209,174720.0,0.0011961996336996,LOW,normal
2025-08,Ballia,455,174720.0,0.0026041666666666,LOW,normal
2025-09,Ballia,456,174720.0,0.0026098901098901,LOW,normal
2025-10,Ballia,597,174720.0,0.0034168956043956,LOW,festival
2025-11,Ballia,385,174720.0,0.0022035256410256,LOW,festival
2025-12,Ballia,379,174720.0,0.0021691849816849,LOW,normal
2025-01,Balod,27,99840.0,0.0002704326923076,LOW,scheme
2025-02,Balod,113,99840.0,0.0011318108974358,LOW,normal
2025-03,Balod,42,99840.0,0.000420673076923,LOW,exam
2025-04,Balod,20,99840.0,0.0002003205128205,LOW,exam
2025-05,Balod,51,99840.0,0.0005108173076923,LOW,normal
2025-06,Balod,47,99840.0,0.0004707532051282,LOW,normal
2025-07,Balod,27,99840.0,0.0002704326923076,LOW,normal
2025-08,Balod,107,99840.0,0.0010717147435897,LOW,normal
2025-09,Balod,88,99840.0,0.0008814102564102,LOW,normal
2025-10,Balod,78,99840.0,0.00078125,LOW,festival
2025-11,Balod,58,99840.0,0.0005809294871794,LOW,festival
2025-12,Balod,57,99840.0,0.0005709134615384,LOW,normal
2025-01,Baloda Bazar,861,193440.0,0.0044509925558312,LOW,scheme
2025-02,Baloda Bazar,296,193440.0,0.0015301902398676,LOW,normal
2025-03,Baloda Bazar,121,193440.0,0.0006255169561621,LOW,exam
2025-04,Baloda Bazar,62,193440.0,0.0003205128205128,LOW,exam
2025-05,Baloda Bazar,123,193440.0,0.0006358560794044,LOW,normal
2025-06,Baloda Bazar,121,193440.0,0.0006255169561621,LOW,normal
2025-07,Baloda Bazar,92,193440.0,0.000475599669148,LOW,normal
2025-08,Baloda Bazar,250,193440.0,0.0012923904052936,LOW,normal
2025-09,Baloda Bazar,190,193440.0,0.0009822167080231,LOW,normal
2025-10,Baloda Bazar,176,193440.0,0.0009098428453267,LOW,festival
2025-11,Baloda Bazar,109,193440.0,0.000563482216708,LOW,festival
2025-12,Baloda Bazar,177,193440.0,0.0009150124069478,LOW,normal
2025-01,Balrampur,2809,99840.0,0.028135016025641,LOW,scheme
2025-01,Balrampur,2809,128960.0,0.0217819478908188,LOW,scheme
2025-01,Balrampur,5872,99840.0,0.0588141025641025,LOW,scheme
2025-01,Balrampur,5872,128960.0,0.0455334987593052,LOW,scheme
2025-02,Balrampur,171,99840.0,0.0017127403846153,LOW,normal
2025-02,Balrampur,171,128960.0,0.0013259925558312,LOW,normal
2025-02,Balrampur,427,99840.0,0.0042768429487179,LOW,normal
2025-02,Balrampur,427,128960.0,0.0033111042183622,LOW,normal
2025-03,Balrampur,104,99840.0,0.0010416666666666,LOW,exam
2025-03,Balrampur,104,128960.0,0.0008064516129032,LOW,exam
2025-03,Balrampur,262,99840.0,0.0026241987179487,LOW,exam
2025-03,Balrampur,262,128960.0,0.0020316377171215,LOW,exam
2025-04,Balrampur,78,99840.0,0.00078125,LOW,exam
2025-04,Balrampur,78,128960.0,0.0006048387096774,LOW,exam
2025-04,Balrampur,169,99840.0,0.0016927083333333,LOW,exam
2025-04,Balrampur,169,128960.0,0.0013104838709677,LOW,exam
2025-05,Balrampur,215,99840.0,0.0021534455128205,LOW,normal
2025-05,Balrampur,215,128960.0,0.0016671836228287,LOW,normal
2025-05,Balrampur,269,99840.0,0.0026943108974358,LOW,normal
2025-05,Balrampur,269,128960.0,0.0020859181141439,LOW,normal
2025-06,Balrampur,150,99840.0,0.0015024038461538,LOW,normal
2025-06,Balrampur,150,128960.0,0.0011631513647642,LOW,normal
2025-06,Balrampur,216,99840.0,0.0021634615384615,LOW,normal
2025-06,Balrampur,216,128960.0,0.0016749379652605,LOW,normal
2025-07,Balrampur,96,99840.0,0.0009615384615384,LOW,normal
2025-07,Balrampur,96,128960.0,0.0007444168734491,LOW,normal
2025-07,Balrampur,127,99840.0,0.0012720352564102,LOW,normal
2025-07,Balrampur,127,128960.0,0.0009848014888337,LOW,normal
2025-08,Balrampur,286,99840.0,0.0028645833333333,LOW,normal
2025-08,Balrampur,286,128960.0,0.0022177419354838,LOW,normal
2025-08,Balrampur,293,99840.0,0.0029346955128205,LOW,normal
2025-08,Balrampur,293,128960.0,0.0022720223325062,LOW,normal
2025-09,Balrampur,197,99840.0,0.001973157051282,LOW,normal
2025-09,Balrampur,197,128960.0,0.001527605459057,LOW,normal
2025-09,Balrampur,340,99840.0,0.0034054487179487,LOW,normal
2025-09,Balrampur,340,128960.0,0.002636476426799,LOW,normal
2025-10,Balrampur,232,99840.0,0.0023237179487179,LOW,festival
2025-10,Balrampur,232,128960.0,0.0017990074441687,LOW,festival
2025-10,Balrampur,417,99840.0,0.0041766826923076,LOW,festival
2025-10,Balrampur,417,128960.0,0.0032335607940446,LOW,festival
2025-11,Balrampur,163,99840.0,0.0016326121794871,LOW,festival
2025-11,Balrampur,163,128960.0,0.0012639578163771,LOW,festival
2025-11,Balrampur,211,99840.0,0.0021133814102564,LOW,festival
2025-11,Balrampur,211,128960.0,0.0016361662531017,LOW,festival
2025-12,Balrampur,155,99840.0,0.0015524839743589,LOW,normal
2025-12,Balrampur,155,128960.0,0.001201923076923,LOW,normal
2025-12,Balrampur,254,99840.0,0.0025440705128205,LOW,normal
2025-12,Balrampur,254,128960.0,0.0019696029776674,LOW,normal
2025-01,Banas Kantha,16905,0.0,inf,HIGH,scheme
2025-02,Banas Kantha,11,0.0,inf,HIGH,normal
2025-03,Banas Kantha,5,0.0,inf,HIGH,exam
2025-04,Banas Kantha,1,0.0,inf,HIGH,exam
2025-06,Banas Kantha,1,0.0,inf,HIGH,normal
2025-08,Banas Kantha,3,0.0,inf,HIGH,normal
2025-09,Banas Kantha,9,0.0,inf,HIGH,normal
2025-10,Banas Kantha,12,0.0,inf,HIGH,festival
2025-11,Banas Kantha,1,0.0,inf,HIGH,festival
2025-12,Banas Kantha,8,0.0,inf,HIGH,normal
2025-01,Banaskantha,8737,124800.0,0.0700080128205128,LOW,scheme
2025-02,Banaskantha,653,124800.0,0.0052323717948717,LOW,normal
2025-03,Banaskantha,358,124800.0,0.0028685897435897,LOW,exam
2025-04,Banaskantha,325,124800.0,0.0026041666666666,LOW,exam
2025-05,Banaskantha,78,124800.0,0.000625,LOW,normal
2025-06,Banaskantha,216,124800.0,0.0017307692307692,LOW,normal
2025-07,Banaskantha,104,124800.0,0.0008333333333333,LOW,normal
2025-08,Banaskantha,224,124800.0,0.0017948717948717,LOW,normal
2025-09,Banaskantha,373,124800.0,0.002988782051282,LOW,normal
2025-10,Banaskantha,377,124800.0,0.0030208333333333,LOW,festival
2025-11,Banaskantha,481,124800.0,0.0038541666666666,LOW,festival
2025-12,Banaskantha,498,124800.0,0.0039903846153846,LOW,normal
2025-01,Banda,6202,116480.0,0.0532451923076923,LOW,scheme
2025-02,Banda,397,116480.0,0.0034083104395604,LOW,normal
2025-03,Banda,252,116480.0,0.0021634615384615,LOW,exam
2025-04,Banda,193,116480.0,0.0016569368131868,LOW,exam
2025-05,Banda,212,116480.0,0.0018200549450549,LOW,normal
2025-06,Banda,202,116480.0,0.0017342032967032,LOW,normal
2025-07,Banda,92,116480.0,0.0007898351648351,LOW,normal
2025-08,Banda,324,116480.0,0.0027815934065934,LOW,normal
2025-09,Banda,312,116480.0,0.0026785714285714,LOW,normal
2025-10,Banda,313,116480.0,0.0026871565934065,LOW,festival
2025-11,Banda,220,116480.0,0.0018887362637362,LOW,festival
2025-12,Banda,247,116480.0,0.0021205357142857,LOW,normal
2025-01,Bandipore,70,27040.0,0.0025887573964497,LOW,scheme
2025-02,Bandipore,96,27040.0,0.0035502958579881,LOW,normal
2025-03,Bandipore,68,27040.0,0.0025147928994082,LOW,exam
2025-04,Bandipore,30,27040.0,0.0011094674556213,LOW,exam
2025-05,Bandipore,51,27040.0,0.0018860946745562,LOW,normal
2025-06,Bandipore,72,27040.0,0.0026627218934911,LOW,normal
2025-07,Bandipore,20,27040.0,0.0007396449704142,LOW,normal
2025-08,Bandipore,63,27040.0,0.0023298816568047,LOW,normal
2025-09,Bandipore,112,27040.0,0.0041420118343195,LOW,normal
2025-10,Bandipore,86,27040.0,0.003180473372781,LOW,festival
2025-11,Bandipore,42,27040.0,0.0015532544378698,LOW,festival
2025-12,Bandipore,8,27040.0,0.0002958579881656,LOW,normal
2025-01,Bangalore,192,85280.0,0.0022514071294559,LOW,scheme
2025-02,Bangalore,338,85280.0,0.0039634146341463,LOW,normal
2025-03,Bangalore,161,85280.0,0.0018878986866791,LOW,exam
2025-04,Bangalore,101,85280.0,0.0011843339587242,LOW,exam
2025-05,Bangalore,209,85280.0,0.0024507504690431,LOW,normal
2025-06,Bangalore,273,85280.0,0.0032012195121951,LOW,normal
2025-07,Bangalore,153,85280.0,0.0017940900562851,LOW,normal
2025-08,Bangalore,240,85280.0,0.0028142589118198,LOW,normal
2025-09,Bangalore,242,85280.0,0.0028377110694183,LOW,normal
2025-10,Bangalore,347,85280.0,0.0040689493433395,LOW,festival
2025-11,Bangalore,275,85280.0,0.0032246716697936,LOW,festival
2025-12,Bangalore,198,85280.0,0.0023217636022514,LOW,normal
2025-01,Bangalore Rural,389,81120.0,0.0047953648915187,LOW,scheme
2025-02,Bangalore Rural,112,81120.0,0.0013806706114398,LOW,normal
2025-03,Bangalore Rural,57,81120.0,0.0007026627218934,LOW,exam
2025-04,Bangalore Rural,32,81120.0,0.0003944773175542,LOW,exam
2025-05,Bangalore Rural,49,81120.0,0.0006040433925049,LOW,normal
2025-06,Bangalore Rural,100,81120.0,0.001232741617357,LOW,normal
2025-07,Bangalore Rural,47,81120.0,0.0005793885601577,LOW,normal
2025-08,Bangalore Rural,92,81120.0,0.0011341222879684,LOW,normal
2025-09,Bangalore Rural,69,81120.0,0.0008505917159763,LOW,normal
2025-10,Bangalore Rural,116,81120.0,0.0014299802761341,LOW,festival
2025-11,Bangalore Rural,99,81120.0,0.0012204142011834,LOW,festival
2025-12,Bangalore Rural,86,81120.0,0.001060157790927,LOW,normal
2025-01,Banka,2101,162240.0,0.0129499506903353,LOW,scheme
2025-02,Banka,718,162240.0,0.0044255424063116,LOW,normal
2025-03,Banka,229,162240.0,0.0014114891518737,LOW,exam
2025-04,Banka,111,162240.0,0.0006841715976331,LOW,exam
2025-05,Banka,459,162240.0,0.0028291420118343,LOW,normal
2025-06,Banka,359,162240.0,0.0022127712031558,LOW,normal
2025-07,Banka,176,162240.0,0.0010848126232741,LOW,normal
2025-08,Banka,505,162240.0,0.0031126725838264,LOW,normal
2025-09,Banka,412,162240.0,0.0025394477317554,LOW,normal
2025-10,Banka,466,162240.0,0.0028722879684418,LOW,festival
2025-11,Banka,304,162240.0,0.0018737672583826,LOW,festival
2025-12,Banka,246,162240.0,0.0015162721893491,LOW,normal
2025-01,Bankura,300,243360.0,0.001232741617357,LOW,scheme
2025-02,Bankura,740,243360.0,0.0030407626561472,LOW,normal
2025-03,Bankura,595,243360.0,0.0024449375410913,LOW,exam
2025-04,Bankura,300,243360.0,0.001232741617357,LOW,exam
2025-05,Bankura,435,243360.0,0.0017874753451676,LOW,normal
2025-06,Bankura,466,243360.0,0.0019148586456278,LOW,normal
2025-07,Bankura,379,243360.0,0.0015573635765943,LOW,normal
2025-08,Bankura,508,243360.0,0.0020874424720578,LOW,normal
2025-09,Bankura,583,243360.0,0.0023956278763971,LOW,normal
2025-10,Bankura,602,243360.0,0.002473701512163,LOW,festival
2025-11,Bankura,396,243360.0,0.0016272189349112,LOW,festival
2025-12,Bankura,487,243360.0,0.0020011505588428,LOW,normal
2025-01,Banswara,204,168480.0,0.0012108262108262,LOW,scheme
2025-02,Banswara,472,168480.0,0.0028015194681861,LOW,normal
2025-03,Banswara,267,168480.0,0.0015847578347578,LOW,exam
2025-04,Banswara,89,168480.0,0.0005282526115859,LOW,exam
2025-05,Banswara,332,168480.0,0.0019705603038936,LOW,normal
2025-06,Banswara,101,168480.0,0.000599477682811,LOW,normal
2025-07,Banswara,107,168480.0,0.0006350902184235,LOW,normal
2025-08,Banswara,215,168480.0,0.0012761158594491,LOW,normal
2025-09,Banswara,309,168480.0,0.0018340455840455,LOW,normal
2025-10,Banswara,363,168480.0,0.0021545584045584,LOW,festival
2025-11,Banswara,354,168480.0,0.0021011396011396,LOW,festival
2025-12,Banswara,308,168480.0,0.0018281101614434,LOW,normal
2025-01,Bapatla,14,22880.0,0.0006118881118881,LOW,scheme
2025-02,Bapatla,26,22880.0,0.0011363636363636,LOW,normal
2025-03,Bapatla,16,22880.0,0.0006993006993006,LOW,exam
2025-04,Bapatla,5,22880.0,0.0002185314685314,LOW,exam
2025-05,Bapatla,19,22880.0,0.0008304195804195,LOW,normal
2025-06,Bapatla,12,22880.0,0.0005244755244755,LOW,normal
2025-07,Bapatla,11,22880.0,0.0004807692307692,LOW,normal
2025-08,Bapatla,16,22880.0,0.0006993006993006,LOW,normal
2025-09,Bapatla,23,22880.0,0.0010052447552447,LOW,normal
2025-10,Bapatla,19,22880.0,0.0008304195804195,LOW,festival
2025-11,Bapatla,19,22880.0,0.0008304195804195,LOW,festival
2025-12,Bapatla,9,22880.0,0.0003933566433566,LOW,normal
2025-01,Bara Banki,640,183040.0,0.0034965034965034,LOW,scheme
2025-02,Bara Banki,570,183040.0,0.0031140734265734,LOW,normal
2025-03,Bara Banki,347,183040.0,0.0018957604895104,LOW,exam
2025-04,Bara Banki,263,183040.0,0.0014368444055944,LOW,exam
2025-05,Bara Banki,243,183040.0,0.0013275786713286,LOW,normal
2025-06,Bara Banki,370,183040.0,0.002021416083916,LOW,normal
2025-07,Bara Banki,190,183040.0,0.0010380244755244,LOW,normal
2025-08,Bara Banki,389,183040.0,0.0021252185314685,LOW,normal
2025-09,Bara Banki,467,183040.0,0.0025513548951048,LOW,normal
2025-10,Bara Banki,458,183040.0,0.0025021853146853,LOW,festival
2025-11,Bara Banki,316,183040.0,0.0017263986013986,LOW,festival
2025-12,Bara Banki,338,183040.0,0.0018465909090909,LOW,normal
2025-01,Barabanki,2437,8320.0,0.2929086538461538,HIGH,scheme
2025-02,Barabanki,32,8320.0,0.0038461538461538,LOW,normal
2025-03,Barabanki,31,8320.0,0.0037259615384615,LOW,exam
2025-04,Barabanki,19,8320.0,0.0022836538461538,LOW,exam
2025-05,Barabanki,9,8320.0,0.0010817307692307,LOW,normal
2025-06,Barabanki,32,8320.0,0.0038461538461538,LOW,normal
2025-07,Barabanki,5,8320.0,0.0006009615384615,LOW,normal
2025-08,Barabanki,19,8320.0,0.0022836538461538,LOW,normal
2025-09,Barabanki,38,8320.0,0.0045673076923076,LOW,normal
2025-10,Barabanki,26,8320.0,0.003125,LOW,festival
2025-11,Barabanki,18,8320.0,0.0021634615384615,LOW,festival
2025-12,Barabanki,24,8320.0,0.0028846153846153,LOW,normal
2025-01,Baramula,347,0.0,inf,HIGH,scheme
2025-01,Baramula,347,60320.0,0.0057526525198938,LOW,scheme
2025-02,Baramula,4,0.0,inf,HIGH,normal
2025-02,Baramula,4,60320.0,6.63129973474801e-05,LOW,normal
2025-02,Baramula,243,0.0,inf,HIGH,normal
2025-02,Baramula,243,60320.0,0.0040285145888594,LOW,normal
2025-03,Baramula,103,0.0,inf,HIGH,exam
2025-03,Baramula,103,60320.0,0.0017075596816976,LOW,exam
2025-04,Baramula,3,0.0,inf,HIGH,exam
2025-04,Baramula,3,60320.0,4.973474801061008e-05,LOW,exam
2025-04,Baramula,70,0.0,inf,HIGH,exam
2025-04,Baramula,70,60320.0,0.0011604774535809,LOW,exam
2025-05,Baramula,3,0.0,inf,HIGH,normal
2025-05,Baramula,3,60320.0,4.973474801061008e-05,LOW,normal
2025-05,Baramula,107,0.0,inf,HIGH,normal
2025-05,Baramula,107,60320.0,0.001773872679045,LOW,normal
2025-06,Baramula,4,0.0,inf,HIGH,normal
2025-06,Baramula,4,60320.0,6.63129973474801e-05,LOW,normal
2025-06,Baramula,85,0.0,inf,HIGH,normal
2025-06,Baramula,85,60320.0,0.0014091511936339,LOW,normal
2025-07,Baramula,63,0.0,inf,HIGH,normal
2025-07,Baramula,63,60320.0,0.0010444297082228,LOW,normal
2025-08,Baramula,131,0.0,inf,HIGH,normal
2025-08,Baramula,131,60320.0,0.0021717506631299,LOW,normal
2025-09,Baramula,116,0.0,inf,HIGH,normal
2025-09,Baramula,116,60320.0,0.0019230769230769,LOW,normal
2025-10,Baramula,1,0.0,inf,HIGH,festival
2025-10,Baramula,1,60320.0,1.6578249336870025e-05,LOW,festival
2025-10,Baramula,147,0.0,inf,HIGH,festival
2025-10,Baramula,147,60320.0,0.0024370026525198,LOW,festival
2025-11,Baramula,3,0.0,inf,HIGH,festival
2025-11,Baramula,3,60320.0,4.973474801061008e-05,LOW,festival
2025-11,Baramula,109,0.0,inf,HIGH,festival
2025-11,Baramula,109,60320.0,0.0018070291777188,LOW,festival
2025-12,Baramula,3,0.0,inf,HIGH,normal
2025-12,Baramula,3,60320.0,4.973474801061008e-05,LOW,normal
2025-12,Baramula,58,0.0,inf,HIGH,normal
2025-12,Baramula,58,60320.0,0.0009615384615384,LOW,normal
2025-01,Baran,1331,131040.0,0.0101572039072039,LOW,scheme
2025-02,Baran,170,131040.0,0.0012973137973137,LOW,normal
2025-03,Baran,88,131040.0,0.0006715506715506,LOW,exam
2025-04,Baran,180,131040.0,0.0013736263736263,LOW,exam
2025-05,Baran,189,131040.0,0.0014423076923076,LOW,normal
2025-06,Baran,159,131040.0,0.0012133699633699,LOW,normal
2025-07,Baran,171,131040.0,0.001304945054945,LOW,normal
2025-08,Baran,232,131040.0,0.0017704517704517,LOW,normal
2025-09,Baran,300,131040.0,0.0022893772893772,LOW,normal
2025-10,Baran,306,131040.0,0.0023351648351648,LOW,festival
2025-11,Baran,217,131040.0,0.0016559829059829,LOW,festival
2025-12,Baran,279,131040.0,0.0021291208791208,LOW,normal
2025-01,Barddhaman,490,282880.0,0.0017321832579185,LOW,scheme
2025-02,Barddhaman,1073,282880.0,0.0037931278280542,LOW,normal
2025-03,Barddhaman,756,282880.0,0.0026725113122171,LOW,exam
2025-04,Barddhaman,524,282880.0,0.0018523755656108,LOW,exam
2025-05,Barddhaman,518,282880.0,0.001831165158371,LOW,normal
2025-06,Barddhaman,637,282880.0,0.0022518382352941,LOW,normal
2025-07,Barddhaman,331,282880.0,0.0011701074660633,LOW,normal
2025-08,Barddhaman,742,282880.0,0.0026230203619909,LOW,normal
2025-09,Barddhaman,882,282880.0,0.0031179298642533,LOW,normal
2025-10,Barddhaman,918,282880.0,0.0032451923076923,LOW,festival
2025-11,Barddhaman,640,282880.0,0.002262443438914,LOW,festival
2025-12,Barddhaman,541,282880.0,0.001912471719457,LOW,normal
2025-01,Bardhaman,65,39520.0,0.0016447368421052,LOW,scheme
2025-02,Bardhaman,121,39520.0,0.0030617408906882,LOW,normal
2025-03,Bardhaman,77,39520.0,0.0019483805668016,LOW,exam
2025-04,Bardhaman,54,39520.0,0.0013663967611336,LOW,exam
2025-05,Bardhaman,57,39520.0,0.0014423076923076,LOW,normal
2025-06,Bardhaman,65,39520.0,0.0016447368421052,LOW,normal
2025-07,Bardhaman,38,39520.0,0.0009615384615384,LOW,normal
2025-08,Bardhaman,92,39520.0,0.002327935222672,LOW,normal
2025-09,Bardhaman,108,39520.0,0.0027327935222672,LOW,normal
2025-10,Bardhaman,103,39520.0,0.0026062753036437,LOW,festival
2025-11,Bardhaman,84,39520.0,0.0021255060728744,LOW,festival
2025-12,Bardhaman,69,39520.0,0.001745951417004,LOW,normal
2025-01,Bareilly,16362,401440.0,0.0407582702271821,LOW,scheme
2025-02,Bareilly,1094,401440.0,0.0027251893184535,LOW,normal
2025-03,Bareilly,558,401440.0,0.0013899960143483,LOW,exam
2025-04,Bareilly,323,401440.0,0.0008046034276604,LOW,exam
2025-05,Bareilly,435,401440.0,0.0010835990434436,LOW,normal
2025-06,Bareilly,529,401440.0,0.0013177560781187,LOW,normal
2025-07,Bareilly,261,401440.0,0.0006501594260661,LOW,normal
2025-08,Bareilly,690,401440.0,0.001718812275807,LOW,normal
2025-09,Bareilly,745,401440.0,0.0018558190514149,LOW,normal
2025-10,Bareilly,880,401440.0,0.0021921084097249,LOW,festival
2025-11,Bareilly,582,401440.0,0.001449780789159,LOW,festival
2025-12,Bareilly,751,401440.0,0.0018707652451175,LOW,normal
2025-01,Bargarh,208,58240.0,0.0035714285714285,LOW,scheme
2025-01,Bargarh,208,2080.0,0.1,LOW,scheme
2025-01,Bargarh,5,58240.0,8.585164835164836e-05,LOW,scheme
2025-01,Bargarh,5,2080.0,0.0024038461538461,LOW,scheme
2025-02,Bargarh,375,58240.0,0.0064388736263736,LOW,normal
2025-02,Bargarh,375,2080.0,0.1802884615384615,MEDIUM,normal
2025-02,Bargarh,4,58240.0,6.868131868131868e-05,LOW,normal
2025-02,Bargarh,4,2080.0,0.0019230769230769,LOW,normal
2025-03,Bargarh,193,58240.0,0.0033138736263736,LOW,exam
2025-03,Bargarh,193,2080.0,0.0927884615384615,LOW,exam
2025-03,Bargarh,3,58240.0,5.151098901098901e-05,LOW,exam
2025-03,Bargarh,3,2080.0,0.0014423076923076,LOW,exam
2025-04,Bargarh,80,58240.0,0.0013736263736263,LOW,exam
2025-04,Bargarh,80,2080.0,0.0384615384615384,LOW,exam
2025-04,Bargarh,5,58240.0,8.585164835164836e-05,LOW,exam
2025-04,Bargarh,5,2080.0,0.0024038461538461,LOW,exam
2025-05,Bargarh,97,58240.0,0.0016655219780219,LOW,normal
2025-05,Bargarh,97,2080.0,0.0466346153846153,LOW,normal
2025-06,Bargarh,208,58240.0,0.0035714285714285,LOW,normal
2025-06,Bargarh,208,2080.0,0.1,LOW,normal
2025-06,Bargarh,4,58240.0,6.868131868131868e-05,LOW,normal
2025-06,Bargarh,4,2080.0,0.0019230769230769,LOW,normal
2025-07,Bargarh,54,58240.0,0.0009271978021978,LOW,normal
2025-07,Bargarh,54,2080.0,0.0259615384615384,LOW,normal
2025-08,Bargarh,292,58240.0,0.0050137362637362,LOW,normal
2025-08,Bargarh,292,2080.0,0.1403846153846153,MEDIUM,normal
2025-08,Bargarh,5,58240.0,8.585164835164836e-05,LOW,normal
2025-08,Bargarh,5,2080.0,0.0024038461538461,LOW,normal
2025-09,Bargarh,217,58240.0,0.0037259615384615,LOW,normal
2025-09,Bargarh,217,2080.0,0.104326923076923,MEDIUM,normal
2025-09,Bargarh,5,58240.0,8.585164835164836e-05,LOW,normal
2025-09,Bargarh,5,2080.0,0.0024038461538461,LOW,normal
2025-10,Bargarh,243,58240.0,0.0041723901098901,LOW,festival
2025-10,Bargarh,243,2080.0,0.116826923076923,MEDIUM,festival
2025-10,Bargarh,7,58240.0,0.0001201923076923,LOW,festival
2025-10,Bargarh,7,2080.0,0.0033653846153846,LOW,festival
2025-11,Bargarh,197,58240.0,0.0033825549450549,LOW,festival
2025-11,Bargarh,197,2080.0,0.0947115384615384,LOW,festival
2025-12,Bargarh,235,58240.0,0.0040350274725274,LOW,normal
2025-12,Bargarh,235,2080.0,0.1129807692307692,MEDIUM,normal
2025-12,Bargarh,7,58240.0,0.0001201923076923,LOW,normal
2025-12,Bargarh,7,2080.0,0.0033653846153846,LOW,normal
2025-01,Barmer,1651,185120.0,0.0089185393258426,LOW,scheme
