state,district,month,monthly_total_load,district_3M_forecast,demand_total_x,mom_growth_x,demand_total_y,mom_growth_y,spike_flag,prev_load,mom_growth,mom_growth_capped,load_category,demand_trend,recommended_action,action_priority,high_risk,risk_reason,alert_message
Rajasthan,Barmer,2025-08-01,329,357.6666666666667,663.0,0.0153139356814702,329.0,0.359504132231405,HIGH_SPIKE,242.0,35.95,35.95,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,35.95% increase in demand and low center capacity and continuously rising demand trend,District Barmer likely to face backlog in 2025-08-01 due to 35.95% increase in demand and low center capacity and continuously rising demand trend.
Rajasthan,Barmer,2025-09-01,629,400.0,663.0,0.0153139356814702,629.0,0.9118541033434652,HIGH_SPIKE,329.0,91.19,91.19,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,91.19% increase in demand and low center capacity and continuously rising demand trend,District Barmer likely to face backlog in 2025-09-01 due to 91.19% increase in demand and low center capacity and continuously rising demand trend.
Rajasthan,Barmer,2025-10-01,949,635.6666666666666,663.0,0.0153139356814702,949.0,0.5087440381558028,HIGH_SPIKE,629.0,50.87,50.87,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,50.87% increase in demand and continuously rising demand trend,District Barmer likely to face backlog in 2025-10-01 due to 50.87% increase in demand and continuously rising demand trend.
Assam,Barpeta,2025-05-01,560,386.6666666666667,297.0,-0.1341107871720116,560.0,0.8791946308724832,HIGH_SPIKE,298.0,87.92,87.92,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,87.92% increase in demand and continuously rising demand trend,District Barpeta likely to face backlog in 2025-05-01 due to 87.92% increase in demand and continuously rising demand trend.
Assam,Barpeta,2025-08-01,445,381.6666666666667,297.0,-0.1341107871720116,445.0,1.1497584541062804,HIGH_SPIKE,207.0,114.98,114.98,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,114.98% increase in demand and continuously rising demand trend,District Barpeta likely to face backlog in 2025-08-01 due to 114.98% increase in demand and continuously rising demand trend.
Madhya Pradesh,Barwani,2025-05-01,290,281.0,309.0,-0.0433436532507739,290.0,0.218487394957983,HIGH_SPIKE,238.0,21.85,21.85,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,21.85% increase in demand and low center capacity and continuously rising demand trend,District Barwani likely to face backlog in 2025-05-01 due to 21.85% increase in demand and low center capacity and continuously rising demand trend.
Madhya Pradesh,Barwani,2025-08-01,437,270.3333333333333,309.0,-0.0433436532507739,437.0,3.698924731182796,HIGH_SPIKE,93.0,369.89,200.0,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,369.89% increase in demand and continuously rising demand trend,District Barwani likely to face backlog in 2025-08-01 due to 369.89% increase in demand and continuously rising demand trend.
Madhya Pradesh,Barwani,2025-10-01,466,441.3333333333333,309.0,-0.0433436532507739,466.0,0.1068883610451305,HIGH_SPIKE,421.0,10.69,10.69,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,continuously rising demand trend,District Barwani likely to face backlog in 2025-10-01 due to continuously rising demand trend.
Chhattisgarh,Bastar,2025-05-01,128,90.0,151.0,-0.0194805194805194,128.0,1.206896551724138,HIGH_SPIKE,58.0,120.69,120.69,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,120.69% increase in demand and low center capacity and continuously rising demand trend,District Bastar likely to face backlog in 2025-05-01 due to 120.69% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Basti,2025-05-01,404,314.3333333333333,427.0,0.2341040462427746,404.0,0.9423076923076924,HIGH_SPIKE,208.0,94.23,94.23,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,94.23% increase in demand and low center capacity and continuously rising demand trend,District Basti likely to face backlog in 2025-05-01 due to 94.23% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Basti,2025-08-01,347,300.3333333333333,427.0,0.2341040462427746,347.0,0.6367924528301887,HIGH_SPIKE,212.0,63.68,63.68,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,63.68% increase in demand and low center capacity and continuously rising demand trend,District Basti likely to face backlog in 2025-08-01 due to 63.68% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Basti,2025-09-01,425,328.0,427.0,0.2341040462427746,425.0,0.2247838616714697,HIGH_SPIKE,347.0,22.48,22.48,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,22.48% increase in demand and low center capacity and continuously rising demand trend,District Basti likely to face backlog in 2025-09-01 due to 22.48% increase in demand and low center capacity and continuously rising demand trend.
Uttar Pradesh,Basti,2025-10-01,580,450.6666666666667,427.0,0.2341040462427746,580.0,0.3647058823529412,HIGH_SPIKE,425.0,36.47,36.47,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,36.47% increase in demand and continuously rising demand trend,District Basti likely to face backlog in 2025-10-01 due to 36.47% increase in demand and continuously rising demand trend.
Uttar Pradesh,Basti,2025-12-01,427,451.0,427.0,0.2341040462427746,427.0,0.2341040462427746,HIGH_SPIKE,346.0,23.41,23.41,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,23.41% increase in demand and continuously rising demand trend,District Basti likely to face backlog in 2025-12-01 due to 23.41% increase in demand and continuously rising demand trend.
Odisha,Baudh,2025-05-01,5,4.666666666666667,28.0,0.0,10.0,4.0,HIGH_SPIKE,1.0,400.0,200.0,Low,Increasing,No immediate action required,Low,True,400.0% increase in demand and low center capacity and continuously rising demand trend,District Baudh likely to face backlog in 2025-05-01 due to 400.0% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Baudh,2025-08-01,7,5.0,28.0,0.0,16.0,1.0,HIGH_SPIKE,4.0,75.0,75.0,Low,Increasing,No immediate action required,Low,True,75.0% increase in demand and low center capacity and continuously rising demand trend,District Baudh likely to face backlog in 2025-08-01 due to 75.0% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Baudh,2025-09-01,8,6.333333333333333,28.0,0.0,16.0,0.0,NORMAL,1.0,700.0,200.0,Low,Increasing,No immediate action required,Low,True,700.0% increase in demand and low center capacity and continuously rising demand trend,District Baudh likely to face backlog in 2025-09-01 due to 700.0% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Baudh,2025-11-01,14,9.0,28.0,0.0,28.0,1.7999999999999998,HIGH_SPIKE,5.0,180.0,180.0,Low,Increasing,No immediate action required,Low,True,180.0% increase in demand and low center capacity and continuously rising demand trend,District Baudh likely to face backlog in 2025-11-01 due to 180.0% increase in demand and low center capacity and continuously rising demand trend.
Maharashtra,Beed,2025-08-01,363,208.3333333333333,319.0,0.0224358974358973,363.0,1.6691176470588234,HIGH_SPIKE,136.0,166.91,166.91,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,166.91% increase in demand and continuously rising demand trend,District Beed likely to face backlog in 2025-08-01 due to 166.91% increase in demand and continuously rising demand trend.
Bihar,Begusarai,2025-05-01,373,324.6666666666667,401.0,0.1656976744186047,373.0,0.5672268907563025,HIGH_SPIKE,238.0,56.72,56.72,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,56.72% increase in demand and low center capacity and continuously rising demand trend,District Begusarai likely to face backlog in 2025-05-01 due to 56.72% increase in demand and low center capacity and continuously rising demand trend.
Bihar,Begusarai,2025-06-01,428,346.3333333333333,401.0,0.1656976744186047,428.0,0.1474530831099196,HIGH_SPIKE,373.0,14.75,14.75,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,continuously rising demand trend,District Begusarai likely to face backlog in 2025-06-01 due to continuously rising demand trend.
Bihar,Begusarai,2025-08-01,454,318.6666666666667,401.0,0.1656976744186047,454.0,5.135135135135135,HIGH_SPIKE,74.0,513.51,200.0,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,513.51% increase in demand and continuously rising demand trend,District Begusarai likely to face backlog in 2025-08-01 due to 513.51% increase in demand and continuously rising demand trend.
Bihar,Begusarai,2025-10-01,498,434.3333333333333,401.0,0.1656976744186047,498.0,0.4188034188034188,HIGH_SPIKE,351.0,41.88,41.88,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,41.88% increase in demand and continuously rising demand trend,District Begusarai likely to face backlog in 2025-10-01 due to 41.88% increase in demand and continuously rising demand trend.
Bihar,Begusarai,2025-12-01,401,414.3333333333333,401.0,0.1656976744186047,401.0,0.1656976744186047,HIGH_SPIKE,344.0,16.57,16.57,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,continuously rising demand trend,District Begusarai likely to face backlog in 2025-12-01 due to continuously rising demand trend.
Karnataka,Belagavi,2025-02-01,381,,275.0,-0.2587601078167115,381.0,0.7720930232558139,HIGH_SPIKE,215.0,77.21,77.21,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,77.21% increase in demand and continuously rising demand trend,District Belagavi likely to face backlog in 2025-02-01 due to 77.21% increase in demand and continuously rising demand trend.
Karnataka,Belagavi,2025-06-01,281,220.0,275.0,-0.2587601078167115,281.0,0.510752688172043,HIGH_SPIKE,186.0,51.08,51.08,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,51.08% increase in demand and continuously rising demand trend,District Belagavi likely to face backlog in 2025-06-01 due to 51.08% increase in demand and continuously rising demand trend.
Karnataka,Belagavi,2025-08-01,366,266.0,275.0,-0.2587601078167115,366.0,1.423841059602649,HIGH_SPIKE,151.0,142.38,142.38,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,142.38% increase in demand and continuously rising demand trend,District Belagavi likely to face backlog in 2025-08-01 due to 142.38% increase in demand and continuously rising demand trend.
Karnataka,Belagavi,2025-10-01,495,390.0,275.0,-0.2587601078167115,495.0,0.6019417475728155,HIGH_SPIKE,309.0,60.19,60.19,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,60.19% increase in demand and continuously rising demand trend,District Belagavi likely to face backlog in 2025-10-01 due to 60.19% increase in demand and continuously rising demand trend.
Karnataka,Belgaum,2025-02-01,348,,248.0,-0.2994350282485876,348.0,0.5535714285714286,HIGH_SPIKE,224.0,55.36,55.36,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,55.36% increase in demand and continuously rising demand trend,District Belgaum likely to face backlog in 2025-02-01 due to 55.36% increase in demand and continuously rising demand trend.
Karnataka,Belgaum,2025-06-01,228,196.0,248.0,-0.2994350282485876,228.0,0.2666666666666666,HIGH_SPIKE,180.0,26.67,26.67,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,26.67% increase in demand and low center capacity and continuously rising demand trend,District Belgaum likely to face backlog in 2025-06-01 due to 26.67% increase in demand and low center capacity and continuously rising demand trend.
Karnataka,Belgaum,2025-08-01,313,216.0,248.0,-0.2994350282485876,313.0,1.925233644859813,HIGH_SPIKE,107.0,192.52,192.52,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,192.52% increase in demand and continuously rising demand trend,District Belgaum likely to face backlog in 2025-08-01 due to 192.52% increase in demand and continuously rising demand trend.
Karnataka,Belgaum,2025-10-01,335,305.6666666666667,248.0,-0.2994350282485876,335.0,0.245353159851301,HIGH_SPIKE,269.0,24.54,24.54,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,24.54% increase in demand and continuously rising demand trend,District Belgaum likely to face backlog in 2025-10-01 due to 24.54% increase in demand and continuously rising demand trend.
Karnataka,Bellary,2025-02-01,273,,150.0,-0.2268041237113401,273.0,0.2938388625592416,HIGH_SPIKE,211.0,29.38,29.38,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,29.38% increase in demand and continuously rising demand trend,District Bellary likely to face backlog in 2025-02-01 due to 29.38% increase in demand and continuously rising demand trend.
Karnataka,Bengaluru,2025-05-01,554,426.6666666666667,640.0,-0.0419161676646706,554.0,0.9645390070921986,HIGH_SPIKE,282.0,96.45,96.45,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,96.45% increase in demand and low center capacity and continuously rising demand trend,District Bengaluru likely to face backlog in 2025-05-01 due to 96.45% increase in demand and low center capacity and continuously rising demand trend.
Karnataka,Bengaluru,2025-06-01,787,541.0,640.0,-0.0419161676646706,787.0,0.4205776173285198,HIGH_SPIKE,554.0,42.06,42.06,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,42.06% increase in demand and continuously rising demand trend,District Bengaluru likely to face backlog in 2025-06-01 due to 42.06% increase in demand and continuously rising demand trend.
Karnataka,Bengaluru,2025-08-01,551,578.6666666666666,640.0,-0.0419161676646706,551.0,0.3844221105527639,HIGH_SPIKE,398.0,38.44,38.44,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,38.44% increase in demand and low center capacity and continuously rising demand trend,District Bengaluru likely to face backlog in 2025-08-01 due to 38.44% increase in demand and low center capacity and continuously rising demand trend.
Karnataka,Bengaluru,2025-09-01,628,525.6666666666666,640.0,-0.0419161676646706,628.0,0.1397459165154264,HIGH_SPIKE,551.0,13.97,13.97,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,low center capacity and continuously rising demand trend,District Bengaluru likely to face backlog in 2025-09-01 due to low center capacity and continuously rising demand trend.
Karnataka,Bengaluru,2025-10-01,886,688.3333333333334,640.0,-0.0419161676646706,886.0,0.410828025477707,HIGH_SPIKE,628.0,41.08,41.08,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,41.08% increase in demand and continuously rising demand trend,District Bengaluru likely to face backlog in 2025-10-01 due to 41.08% increase in demand and continuously rising demand trend.
Madhya Pradesh,Betul,2025-08-01,297,198.3333333333333,211.0,-0.305921052631579,297.0,1.1214285714285714,HIGH_SPIKE,140.0,112.14,112.14,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,112.14% increase in demand and continuously rising demand trend,District Betul likely to face backlog in 2025-08-01 due to 112.14% increase in demand and continuously rising demand trend.
Madhya Pradesh,Betul,2025-10-01,378,328.0,211.0,-0.305921052631579,378.0,0.2233009708737863,HIGH_SPIKE,309.0,22.33,22.33,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,22.33% increase in demand and continuously rising demand trend,District Betul likely to face backlog in 2025-10-01 due to 22.33% increase in demand and continuously rising demand trend.
Odisha,Bhadrak,2025-02-01,286,,390.0,-0.1216216216216216,634.0,0.427927927927928,HIGH_SPIKE,15.0,1806.67,200.0,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,1806.67% increase in demand and low center capacity and continuously rising demand trend,District Bhadrak likely to face backlog in 2025-02-01 due to 1806.67% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Bhadrak,2025-03-01,134,209.0,390.0,-0.1216216216216216,296.0,-0.5331230283911672,NORMAL,31.0,332.26,200.0,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,332.26% increase in demand and low center capacity and continuously rising demand trend,District Bhadrak likely to face backlog in 2025-03-01 due to 332.26% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Bhadrak,2025-04-01,88,169.33333333333334,390.0,-0.1216216216216216,186.0,-0.3716216216216216,NORMAL,14.0,528.57,200.0,Low,Increasing,No immediate action required,Low,True,528.57% increase in demand and low center capacity and continuously rising demand trend,District Bhadrak likely to face backlog in 2025-04-01 due to 528.57% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Bhadrak,2025-05-01,132,118.0,390.0,-0.1216216216216216,280.0,0.5053763440860215,HIGH_SPIKE,5.0,2540.0,200.0,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,2540.0% increase in demand and low center capacity and continuously rising demand trend,District Bhadrak likely to face backlog in 2025-05-01 due to 2540.0% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Bhadrak,2025-06-01,194,138.0,390.0,-0.1216216216216216,416.0,0.4857142857142857,HIGH_SPIKE,8.0,2325.0,200.0,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,2325.0% increase in demand and low center capacity and continuously rising demand trend,District Bhadrak likely to face backlog in 2025-06-01 due to 2325.0% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Bhadrak,2025-07-01,40,122.0,390.0,-0.1216216216216216,94.0,-0.7740384615384616,NORMAL,14.0,185.71,185.71,Low,Increasing,No immediate action required,Low,True,185.71% increase in demand and low center capacity and continuously rising demand trend,District Bhadrak likely to face backlog in 2025-07-01 due to 185.71% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Bhadrak,2025-08-01,227,153.66666666666666,390.0,-0.1216216216216216,502.0,4.340425531914893,HIGH_SPIKE,7.0,3142.86,200.0,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,3142.86% increase in demand and low center capacity and continuously rising demand trend,District Bhadrak likely to face backlog in 2025-08-01 due to 3142.86% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Bhadrak,2025-09-01,223,163.33333333333334,390.0,-0.1216216216216216,492.0,-0.0199203187250995,NORMAL,24.0,829.17,200.0,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,829.17% increase in demand and low center capacity and continuously rising demand trend,District Bhadrak likely to face backlog in 2025-09-01 due to 829.17% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Bhadrak,2025-10-01,202,217.3333333333333,390.0,-0.1216216216216216,448.0,-0.0894308943089431,NORMAL,23.0,778.26,200.0,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,778.26% increase in demand and low center capacity and continuously rising demand trend,District Bhadrak likely to face backlog in 2025-10-01 due to 778.26% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Bhadrak,2025-11-01,211,212.0,390.0,-0.1216216216216216,444.0,-0.0089285714285713,NORMAL,22.0,859.09,200.0,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,859.09% increase in demand and low center capacity and continuously rising demand trend,District Bhadrak likely to face backlog in 2025-11-01 due to 859.09% increase in demand and low center capacity and continuously rising demand trend.
Odisha,Bhadrak,2025-12-01,180,197.66666666666663,390.0,-0.1216216216216216,390.0,-0.1216216216216216,NORMAL,11.0,1536.36,200.0,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,1536.36% increase in demand and low center capacity and continuously rising demand trend,District Bhadrak likely to face backlog in 2025-12-01 due to 1536.36% increase in demand and low center capacity and continuously rising demand trend.
Bihar,Bhagalpur,2025-05-01,508,369.6666666666667,385.0,-0.1309255079006772,508.0,1.4780487804878049,HIGH_SPIKE,205.0,147.8,147.8,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,147.8% increase in demand and continuously rising demand trend,District Bhagalpur likely to face backlog in 2025-05-01 due to 147.8% increase in demand and continuously rising demand trend.
Bihar,Bhagalpur,2025-08-01,628,445.0,385.0,-0.1309255079006772,628.0,1.086378737541528,HIGH_SPIKE,301.0,108.64,108.64,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,108.64% increase in demand and continuously rising demand trend,District Bhagalpur likely to face backlog in 2025-08-01 due to 108.64% increase in demand and continuously rising demand trend.
Maharashtra,Bhandara,2025-02-01,82,,85.0,0.2142857142857142,82.0,0.3898305084745763,HIGH_SPIKE,59.0,38.98,38.98,Low,Increasing,No immediate action required,Low,True,38.98% increase in demand and low center capacity and continuously rising demand trend,District Bhandara likely to face backlog in 2025-02-01 due to 38.98% increase in demand and low center capacity and continuously rising demand trend.
Maharashtra,Bhandara,2025-08-01,62,39.66666666666666,85.0,0.2142857142857142,62.0,1.2962962962962965,HIGH_SPIKE,27.0,129.63,129.63,Low,Increasing,No immediate action required,Low,True,129.63% increase in demand and low center capacity and continuously rising demand trend,District Bhandara likely to face backlog in 2025-08-01 due to 129.63% increase in demand and low center capacity and continuously rising demand trend.
Rajasthan,Bharatpur,2025-06-01,751,565.0,598.0,0.0067340067340067,751.0,0.597872340425532,HIGH_SPIKE,470.0,59.79,59.79,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,59.79% increase in demand and continuously rising demand trend,District Bharatpur likely to face backlog in 2025-06-01 due to 59.79% increase in demand and continuously rising demand trend.
Rajasthan,Bharatpur,2025-08-01,765,603.0,598.0,0.0067340067340067,765.0,1.6109215017064846,HIGH_SPIKE,293.0,161.09,161.09,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,161.09% increase in demand and continuously rising demand trend,District Bharatpur likely to face backlog in 2025-08-01 due to 161.09% increase in demand and continuously rising demand trend.
Gujarat,Bharuch,2025-08-01,189,93.66666666666669,197.0,0.1129943502824859,189.0,3.395348837209302,HIGH_SPIKE,43.0,339.53,200.0,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,339.53% increase in demand and low center capacity and continuously rising demand trend,District Bharuch likely to face backlog in 2025-08-01 due to 339.53% increase in demand and low center capacity and continuously rising demand trend.
Gujarat,Bhavnagar,2025-06-01,248,171.0,487.0,0.326975476839237,248.0,1.0840336134453783,HIGH_SPIKE,119.0,108.4,108.4,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,108.4% increase in demand and low center capacity and continuously rising demand trend,District Bhavnagar likely to face backlog in 2025-06-01 due to 108.4% increase in demand and low center capacity and continuously rising demand trend.
Gujarat,Bhavnagar,2025-08-01,366,238.3333333333333,487.0,0.326975476839237,366.0,2.623762376237624,HIGH_SPIKE,101.0,262.38,200.0,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,262.38% increase in demand and low center capacity and continuously rising demand trend,District Bhavnagar likely to face backlog in 2025-08-01 due to 262.38% increase in demand and low center capacity and continuously rising demand trend.
Gujarat,Bhavnagar,2025-12-01,487,400.0,487.0,0.326975476839237,487.0,0.326975476839237,HIGH_SPIKE,367.0,32.7,32.7,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,32.7% increase in demand and continuously rising demand trend,District Bhavnagar likely to face backlog in 2025-12-01 due to 32.7% increase in demand and continuously rising demand trend.
Rajasthan,Bhilwara,2025-05-01,386,238.3333333333333,578.0,0.5879120879120878,386.0,1.257309941520468,HIGH_SPIKE,171.0,125.73,125.73,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,125.73% increase in demand and low center capacity and continuously rising demand trend,District Bhilwara likely to face backlog in 2025-05-01 due to 125.73% increase in demand and low center capacity and continuously rising demand trend.
Rajasthan,Bhilwara,2025-08-01,424,315.3333333333333,578.0,0.5879120879120878,424.0,1.0,HIGH_SPIKE,212.0,100.0,100.0,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,100.0% increase in demand and low center capacity and continuously rising demand trend,District Bhilwara likely to face backlog in 2025-08-01 due to 100.0% increase in demand and low center capacity and continuously rising demand trend.
Rajasthan,Bhilwara,2025-09-01,537,391.0,578.0,0.5879120879120878,537.0,0.2665094339622642,HIGH_SPIKE,424.0,26.65,26.65,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,26.65% increase in demand and low center capacity and continuously rising demand trend,District Bhilwara likely to face backlog in 2025-09-01 due to 26.65% increase in demand and low center capacity and continuously rising demand trend.
Rajasthan,Bhilwara,2025-12-01,578,496.6666666666667,578.0,0.5879120879120878,578.0,0.5879120879120878,HIGH_SPIKE,364.0,58.79,58.79,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,58.79% increase in demand and continuously rising demand trend,District Bhilwara likely to face backlog in 2025-12-01 due to 58.79% increase in demand and continuously rising demand trend.
Madhya Pradesh,Bhind,2025-05-01,270,228.3333333333333,205.0,-0.3097643097643098,270.0,0.8493150684931507,HIGH_SPIKE,146.0,84.93,84.93,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,84.93% increase in demand and continuously rising demand trend,District Bhind likely to face backlog in 2025-05-01 due to 84.93% increase in demand and continuously rising demand trend.
Madhya Pradesh,Bhind,2025-08-01,310,226.3333333333333,205.0,-0.3097643097643098,310.0,1.6050420168067228,HIGH_SPIKE,119.0,160.5,160.5,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,160.5% increase in demand and continuously rising demand trend,District Bhind likely to face backlog in 2025-08-01 due to 160.5% increase in demand and continuously rising demand trend.
Madhya Pradesh,Bhind,2025-09-01,425,284.6666666666667,205.0,-0.3097643097643098,425.0,0.3709677419354837,HIGH_SPIKE,310.0,37.1,37.1,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,37.1% increase in demand and continuously rising demand trend,District Bhind likely to face backlog in 2025-09-01 due to 37.1% increase in demand and continuously rising demand trend.
Bihar,Bhojpur,2025-05-01,440,335.6666666666667,464.0,0.1317073170731706,440.0,1.2222222222222223,HIGH_SPIKE,198.0,122.22,122.22,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,122.22% increase in demand and low center capacity and continuously rising demand trend,District Bhojpur likely to face backlog in 2025-05-01 due to 122.22% increase in demand and low center capacity and continuously rising demand trend.
Bihar,Bhojpur,2025-08-01,491,351.6666666666667,464.0,0.1317073170731706,491.0,1.8218390804597704,HIGH_SPIKE,174.0,182.18,182.18,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,182.18% increase in demand and continuously rising demand trend,District Bhojpur likely to face backlog in 2025-08-01 due to 182.18% increase in demand and continuously rising demand trend.
Bihar,Bhojpur,2025-10-01,517,453.0,464.0,0.1317073170731706,517.0,0.4729344729344729,HIGH_SPIKE,351.0,47.29,47.29,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,47.29% increase in demand and continuously rising demand trend,District Bhojpur likely to face backlog in 2025-10-01 due to 47.29% increase in demand and continuously rising demand trend.
Bihar,Bhojpur,2025-12-01,464,463.6666666666667,464.0,0.1317073170731706,464.0,0.1317073170731706,HIGH_SPIKE,410.0,13.17,13.17,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,continuously rising demand trend,District Bhojpur likely to face backlog in 2025-12-01 due to continuously rising demand trend.
Madhya Pradesh,Bhopal,2025-05-01,306,293.6666666666667,387.0,-0.2290836653386454,306.0,0.1046931407942237,HIGH_SPIKE,277.0,10.47,10.47,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,low center capacity and continuously rising demand trend,District Bhopal likely to face backlog in 2025-05-01 due to low center capacity and continuously rising demand trend.
Madhya Pradesh,Bhopal,2025-08-01,526,320.6666666666667,387.0,-0.2290836653386454,526.0,1.7253886010362691,HIGH_SPIKE,193.0,172.54,172.54,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,172.54% increase in demand and continuously rising demand trend,District Bhopal likely to face backlog in 2025-08-01 due to 172.54% increase in demand and continuously rising demand trend.
Madhya Pradesh,Bhopal,2025-10-01,590,528.6666666666666,387.0,-0.2290836653386454,590.0,0.2553191489361701,HIGH_SPIKE,470.0,25.53,25.53,High,Increasing,"Add staff, deploy mobile enrolment units, extend working hours",Urgent,True,25.53% increase in demand and continuously rising demand trend,District Bhopal likely to face backlog in 2025-10-01 due to 25.53% increase in demand and continuously rising demand trend.
Karnataka,Bidar,2025-06-01,169,141.33333333333334,180.0,-0.2712550607287449,169.0,0.2246376811594204,HIGH_SPIKE,138.0,22.46,22.46,Medium,Increasing,Monitor closely and prepare standby staff,Moderate,True,22.46% increase in demand and low center capacity and continuously rising demand trend,District Bidar likely to face backlog in 2025-06-01 due to 22.46% increase in demand and low center capacity and continuously rising demand trend.
