state,district,month,monthly_total_load,district_3M_forecast
Himachal Pradesh,Kinnaur,2025-07-01,4,6.666666666666667
Himachal Pradesh,Kinnaur,2025-08-01,5,5.333333333333333
Himachal Pradesh,Kinnaur,2025-09-01,8,5.666666666666667
Himachal Pradesh,Kinnaur,2025-10-01,5,6.0
Himachal Pradesh,Kinnaur,2025-11-01,9,7.333333333333333
Himachal Pradesh,Kinnaur,2025-12-01,4,6.0
Himachal Pradesh,Kullu,2025-01-01,167,
Himachal Pradesh,Kullu,2025-02-01,55,
Himachal Pradesh,Kullu,2025-03-01,27,83.0
Himachal Pradesh,Kullu,2025-05-01,30,37.333333333333336
Himachal Pradesh,Kullu,2025-06-01,38,31.666666666666668
Himachal Pradesh,Kullu,2025-07-01,28,32.0
Himachal Pradesh,Kullu,2025-08-01,55,40.333333333333336
Himachal Pradesh,Kullu,2025-09-01,35,39.333333333333336
Himachal Pradesh,Kullu,2025-10-01,40,43.333333333333336
Himachal Pradesh,Kullu,2025-11-01,51,42.0
Himachal Pradesh,Kullu,2025-12-01,35,42.0
Himachal Pradesh,Lahul & Spiti,2025-04-01,1,
Himachal Pradesh,Lahul & Spiti,2025-05-01,4,
Himachal Pradesh,Lahul & Spiti,2025-07-01,1,2.0
Himachal Pradesh,Lahul & Spiti,2025-08-01,4,3.0
Himachal Pradesh,Lahul & Spiti,2025-09-01,4,3.0
Himachal Pradesh,Lahul & Spiti,2025-10-01,1,3.0
Himachal Pradesh,Lahul & Spiti,2025-12-01,3,2.6666666666666665
Himachal Pradesh,Lahul and Spiti,2025-01-01,1,
Himachal Pradesh,Lahul and Spiti,2025-02-01,1,
Himachal Pradesh,Lahul and Spiti,2025-03-01,1,1.0
Himachal Pradesh,Lahul and Spiti,2025-09-01,3,1.6666666666666667
Himachal Pradesh,Lahul and Spiti,2025-10-01,4,2.6666666666666665
Himachal Pradesh,Lahul and Spiti,2025-11-01,1,2.6666666666666665
Himachal Pradesh,Mandi,2025-01-01,31,
Himachal Pradesh,Mandi,2025-02-01,117,
Himachal Pradesh,Mandi,2025-03-01,51,66.33333333333333
Himachal Pradesh,Mandi,2025-04-01,20,62.666666666666664
Himachal Pradesh,Mandi,2025-05-01,85,52.0
Himachal Pradesh,Mandi,2025-06-01,69,58.0
Himachal Pradesh,Mandi,2025-07-01,50,68.0
Himachal Pradesh,Mandi,2025-08-01,127,82.0
Himachal Pradesh,Mandi,2025-09-01,107,94.66666666666667
Himachal Pradesh,Mandi,2025-10-01,136,123.33333333333333
Himachal Pradesh,Mandi,2025-11-01,92,111.66666666666667
Himachal Pradesh,Mandi,2025-12-01,73,100.33333333333333
Himachal Pradesh,Shimla,2025-01-01,14,
Himachal Pradesh,Shimla,2025-02-01,76,
Himachal Pradesh,Shimla,2025-03-01,35,41.666666666666664
Himachal Pradesh,Shimla,2025-04-01,15,42.0
Himachal Pradesh,Shimla,2025-05-01,51,33.666666666666664
Himachal Pradesh,Shimla,2025-06-01,47,37.666666666666664
Himachal Pradesh,Shimla,2025-07-01,30,42.666666666666664
Himachal Pradesh,Shimla,2025-08-01,63,46.666666666666664
Himachal Pradesh,Shimla,2025-09-01,80,57.666666666666664
Himachal Pradesh,Shimla,2025-10-01,68,70.33333333333333
Himachal Pradesh,Shimla,2025-11-01,49,65.66666666666667
Himachal Pradesh,Shimla,2025-12-01,54,57.0
Himachal Pradesh,Sirmaur,2025-01-01,12,
Himachal Pradesh,Sirmaur,2025-02-01,65,
Himachal Pradesh,Sirmaur,2025-03-01,24,33.666666666666664
Himachal Pradesh,Sirmaur,2025-04-01,8,32.333333333333336
Himachal Pradesh,Sirmaur,2025-05-01,66,32.666666666666664
Himachal Pradesh,Sirmaur,2025-06-01,63,45.666666666666664
Himachal Pradesh,Sirmaur,2025-07-01,30,53.0
Himachal Pradesh,Sirmaur,2025-08-01,73,55.333333333333336
Himachal Pradesh,Sirmaur,2025-09-01,108,70.33333333333333
Himachal Pradesh,Sirmaur,2025-10-01,68,83.0
Himachal Pradesh,Sirmaur,2025-11-01,76,84.0
Himachal Pradesh,Sirmaur,2025-12-01,65,69.66666666666667
Himachal Pradesh,Solan,2025-01-01,22,
Himachal Pradesh,Solan,2025-02-01,63,
Himachal Pradesh,Solan,2025-03-01,20,35.0
Himachal Pradesh,Solan,2025-04-01,14,32.333333333333336
Himachal Pradesh,Solan,2025-05-01,65,33.0
Himachal Pradesh,Solan,2025-06-01,43,40.666666666666664
Himachal Pradesh,Solan,2025-07-01,26,44.666666666666664
Himachal Pradesh,Solan,2025-08-01,57,42.0
Himachal Pradesh,Solan,2025-09-01,55,46.0
Himachal Pradesh,Solan,2025-10-01,57,56.333333333333336
Himachal Pradesh,Solan,2025-11-01,35,49.0
Himachal Pradesh,Solan,2025-12-01,47,46.333333333333336
Himachal Pradesh,Una,2025-01-01,19,
Himachal Pradesh,Una,2025-02-01,55,
Himachal Pradesh,Una,2025-03-01,26,33.333333333333336
Himachal Pradesh,Una,2025-04-01,19,33.333333333333336
Himachal Pradesh,Una,2025-05-01,45,30.0
Himachal Pradesh,Una,2025-06-01,47,37.0
Himachal Pradesh,Una,2025-07-01,19,37.0
Himachal Pradesh,Una,2025-08-01,77,47.666666666666664
Himachal Pradesh,Una,2025-09-01,69,55.0
Himachal Pradesh,Una,2025-10-01,49,65.0
Himachal Pradesh,Una,2025-11-01,45,54.333333333333336
Himachal Pradesh,Una,2025-12-01,38,44.0
Jammu & Kashmir,Anantnag,2025-10-01,1,
Jammu & Kashmir,Baramula,2025-02-01,4,
Jammu & Kashmir,Baramula,2025-04-01,3,
Jammu & Kashmir,Baramula,2025-05-01,3,3.3333333333333335
Jammu & Kashmir,Baramula,2025-06-01,4,3.3333333333333335
Jammu & Kashmir,Baramula,2025-10-01,1,2.6666666666666665
Jammu & Kashmir,Baramula,2025-11-01,3,2.6666666666666665
Jammu & Kashmir,Baramula,2025-12-01,3,2.3333333333333335
Jammu & Kashmir,Doda,2025-06-01,1,
Jammu & Kashmir,Doda,2025-07-01,1,
Jammu & Kashmir,Jammu,2025-01-01,1,
Jammu & Kashmir,Jammu,2025-02-01,3,
Jammu & Kashmir,Jammu,2025-03-01,1,1.6666666666666667
Jammu & Kashmir,Jammu,2025-04-01,1,1.6666666666666667
Jammu & Kashmir,Jammu,2025-05-01,3,1.6666666666666667
Jammu & Kashmir,Jammu,2025-07-01,1,1.6666666666666667
Jammu & Kashmir,Jammu,2025-08-01,3,2.3333333333333335
Jammu & Kashmir,Jammu,2025-09-01,5,3.0
Jammu & Kashmir,Jammu,2025-10-01,5,4.333333333333333
Jammu & Kashmir,Jammu,2025-11-01,1,3.6666666666666665
Jammu & Kashmir,Jammu,2025-12-01,3,3.0
Jammu & Kashmir,Kargil,2025-01-01,1,
Jammu & Kashmir,Rajauri,2025-11-01,1,
Jammu & Kashmir,Srinagar,2025-06-01,1,
Jammu And Kashmir,Doda,2025-01-01,726,
Jammu And Kashmir,Shopian,2025-01-01,556,
Jammu and Kashmir,Anantnag,2025-01-01,120,
Jammu and Kashmir,Anantnag,2025-02-01,178,
Jammu and Kashmir,Anantnag,2025-03-01,31,109.66666666666667
Jammu and Kashmir,Anantnag,2025-04-01,47,85.33333333333333
Jammu and Kashmir,Anantnag,2025-05-01,103,60.333333333333336
Jammu and Kashmir,Anantnag,2025-06-01,66,72.0
Jammu and Kashmir,Anantnag,2025-07-01,47,72.0
Jammu and Kashmir,Anantnag,2025-08-01,131,81.33333333333333
Jammu and Kashmir,Anantnag,2025-09-01,169,115.66666666666667
Jammu and Kashmir,Anantnag,2025-10-01,161,153.66666666666666
Jammu and Kashmir,Anantnag,2025-11-01,139,156.33333333333334
Jammu and Kashmir,Anantnag,2025-12-01,38,112.66666666666667
Jammu and Kashmir,Badgam,2025-01-01,58,
Jammu and Kashmir,Badgam,2025-02-01,96,
Jammu and Kashmir,Badgam,2025-03-01,40,64.66666666666667
Jammu and Kashmir,Badgam,2025-04-01,35,57.0
Jammu and Kashmir,Badgam,2025-05-01,69,48.0
Jammu and Kashmir,Badgam,2025-06-01,45,49.666666666666664
Jammu and Kashmir,Badgam,2025-07-01,27,47.0
Jammu and Kashmir,Badgam,2025-08-01,96,56.0
Jammu and Kashmir,Badgam,2025-09-01,100,74.33333333333333
Jammu and Kashmir,Badgam,2025-10-01,84,93.33333333333333
Jammu and Kashmir,Badgam,2025-11-01,61,81.66666666666667
Jammu and Kashmir,Badgam,2025-12-01,19,54.666666666666664
Jammu and Kashmir,Bandipore,2025-01-01,70,
Jammu and Kashmir,Bandipore,2025-02-01,96,
Jammu and Kashmir,Bandipore,2025-03-01,68,78.0
Jammu and Kashmir,Bandipore,2025-04-01,30,64.66666666666667
Jammu and Kashmir,Bandipore,2025-05-01,51,49.666666666666664
Jammu and Kashmir,Bandipore,2025-06-01,72,51.0
Jammu and Kashmir,Bandipore,2025-07-01,20,47.666666666666664
Jammu and Kashmir,Bandipore,2025-08-01,63,51.666666666666664
Jammu and Kashmir,Bandipore,2025-09-01,112,65.0
Jammu and Kashmir,Bandipore,2025-10-01,86,87.0
Jammu and Kashmir,Bandipore,2025-11-01,42,80.0
Jammu and Kashmir,Bandipore,2025-12-01,8,45.333333333333336
Jammu and Kashmir,Baramula,2025-01-01,347,
Jammu and Kashmir,Baramula,2025-02-01,243,
Jammu and Kashmir,Baramula,2025-03-01,103,231.0
Jammu and Kashmir,Baramula,2025-04-01,70,138.66666666666666
Jammu and Kashmir,Baramula,2025-05-01,107,93.33333333333333
Jammu and Kashmir,Baramula,2025-06-01,85,87.33333333333333
Jammu and Kashmir,Baramula,2025-07-01,63,85.0
Jammu and Kashmir,Baramula,2025-08-01,131,93.0
Jammu and Kashmir,Baramula,2025-09-01,116,103.33333333333333
Jammu and Kashmir,Baramula,2025-10-01,147,131.33333333333334
Jammu and Kashmir,Baramula,2025-11-01,109,124.0
Jammu and Kashmir,Baramula,2025-12-01,58,104.66666666666667
Jammu and Kashmir,Budgam,2025-01-01,32,
Jammu and Kashmir,Budgam,2025-02-01,40,
Jammu and Kashmir,Budgam,2025-03-01,18,30.0
Jammu and Kashmir,Budgam,2025-04-01,8,22.0
Jammu and Kashmir,Budgam,2025-05-01,23,16.333333333333332
Jammu and Kashmir,Budgam,2025-06-01,15,15.333333333333334
Jammu and Kashmir,Budgam,2025-07-01,22,20.0
Jammu and Kashmir,Budgam,2025-08-01,42,26.333333333333332
Jammu and Kashmir,Budgam,2025-09-01,38,34.0
Jammu and Kashmir,Budgam,2025-10-01,34,38.0
Jammu and Kashmir,Budgam,2025-11-01,27,33.0
Jammu and Kashmir,Budgam,2025-12-01,12,24.333333333333332
Jammu and Kashmir,Doda,2025-01-01,85,
Jammu and Kashmir,Doda,2025-02-01,258,
Jammu and Kashmir,Doda,2025-03-01,77,140.0
Jammu and Kashmir,Doda,2025-04-01,9,114.66666666666667
Jammu and Kashmir,Doda,2025-05-01,96,60.666666666666664
Jammu and Kashmir,Doda,2025-06-01,85,63.333333333333336
Jammu and Kashmir,Doda,2025-07-01,50,77.0
Jammu and Kashmir,Doda,2025-08-01,103,79.33333333333333
Jammu and Kashmir,Doda,2025-09-01,130,94.33333333333333
Jammu and Kashmir,Doda,2025-10-01,92,108.33333333333333
Jammu and Kashmir,Doda,2025-11-01,46,89.33333333333333
Jammu and Kashmir,Doda,2025-12-01,43,60.333333333333336
Jammu and Kashmir,Ganderbal,2025-01-01,30,
Jammu and Kashmir,Ganderbal,2025-02-01,69,
Jammu and Kashmir,Ganderbal,2025-03-01,20,39.666666666666664
Jammu and Kashmir,Ganderbal,2025-04-01,14,34.333333333333336
Jammu and Kashmir,Ganderbal,2025-05-01,16,16.666666666666668
Jammu and Kashmir,Ganderbal,2025-06-01,23,17.666666666666668
Jammu and Kashmir,Ganderbal,2025-07-01,14,17.666666666666668
Jammu and Kashmir,Ganderbal,2025-08-01,34,23.666666666666668
Jammu and Kashmir,Ganderbal,2025-09-01,55,34.333333333333336
Jammu and Kashmir,Ganderbal,2025-10-01,35,41.333333333333336
Jammu and Kashmir,Ganderbal,2025-11-01,34,41.333333333333336
Jammu and Kashmir,Ganderbal,2025-12-01,19,29.333333333333332
Jammu and Kashmir,Jammu,2025-01-01,212,
Jammu and Kashmir,Jammu,2025-02-01,228,
Jammu and Kashmir,Jammu,2025-03-01,65,168.33333333333334
Jammu and Kashmir,Jammu,2025-04-01,68,120.33333333333333
Jammu and Kashmir,Jammu,2025-05-01,117,83.33333333333333
Jammu and Kashmir,Jammu,2025-06-01,116,100.33333333333333
Jammu and Kashmir,Jammu,2025-07-01,70,101.0
Jammu and Kashmir,Jammu,2025-08-01,139,108.33333333333333
Jammu and Kashmir,Jammu,2025-09-01,200,136.33333333333334
Jammu and Kashmir,Jammu,2025-10-01,215,184.66666666666666
Jammu and Kashmir,Jammu,2025-11-01,139,184.66666666666666
Jammu and Kashmir,Jammu,2025-12-01,111,155.0
Jammu and Kashmir,Kargil,2025-01-01,28,
Jammu and Kashmir,Kargil,2025-02-01,24,
Jammu and Kashmir,Kargil,2025-03-01,16,22.666666666666668
Jammu and Kashmir,Kargil,2025-04-01,9,16.333333333333332
Jammu and Kashmir,Kargil,2025-05-01,16,13.666666666666666
Jammu and Kashmir,Kargil,2025-06-01,18,14.333333333333334
Jammu and Kashmir,Kargil,2025-07-01,8,14.0
Jammu and Kashmir,Kargil,2025-08-01,14,13.333333333333334
Jammu and Kashmir,Kargil,2025-09-01,9,10.333333333333334
Jammu and Kashmir,Kargil,2025-10-01,24,15.666666666666666
Jammu and Kashmir,Kargil,2025-11-01,7,13.333333333333334
Jammu and Kashmir,Kargil,2025-12-01,8,13.0
Jammu and Kashmir,Kathua,2025-01-01,57,
Jammu and Kashmir,Kathua,2025-02-01,78,
Jammu and Kashmir,Kathua,2025-03-01,38,57.666666666666664
Jammu and Kashmir,Kathua,2025-04-01,24,46.666666666666664
Jammu and Kashmir,Kathua,2025-05-01,101,54.333333333333336
Jammu and Kashmir,Kathua,2025-06-01,62,62.333333333333336
Jammu and Kashmir,Kathua,2025-07-01,59,74.0
Jammu and Kashmir,Kathua,2025-08-01,151,90.66666666666667
Jammu and Kashmir,Kathua,2025-09-01,113,107.66666666666667
Jammu and Kashmir,Kathua,2025-10-01,130,131.33333333333334
Jammu and Kashmir,Kathua,2025-11-01,65,102.66666666666667
Jammu and Kashmir,Kathua,2025-12-01,51,82.0
Jammu and Kashmir,Kishtwar,2025-01-01,15,
Jammu and Kashmir,Kishtwar,2025-02-01,45,
Jammu and Kashmir,Kishtwar,2025-03-01,35,31.666666666666668
Jammu and Kashmir,Kishtwar,2025-04-01,3,27.666666666666668
Jammu and Kashmir,Kishtwar,2025-05-01,39,25.666666666666668
Jammu and Kashmir,Kishtwar,2025-06-01,34,25.333333333333332
Jammu and Kashmir,Kishtwar,2025-07-01,27,33.333333333333336
Jammu and Kashmir,Kishtwar,2025-08-01,27,29.333333333333332
Jammu and Kashmir,Kishtwar,2025-09-01,50,34.666666666666664
Jammu and Kashmir,Kishtwar,2025-10-01,39,38.666666666666664
Jammu and Kashmir,Kishtwar,2025-11-01,30,39.666666666666664
Jammu and Kashmir,Kishtwar,2025-12-01,18,29.0
Jammu and Kashmir,Kulgam,2025-01-01,42,
Jammu and Kashmir,Kulgam,2025-02-01,65,
Jammu and Kashmir,Kulgam,2025-03-01,12,39.666666666666664
Jammu and Kashmir,Kulgam,2025-04-01,24,33.666666666666664
Jammu and Kashmir,Kulgam,2025-05-01,27,21.0
Jammu and Kashmir,Kulgam,2025-06-01,19,23.333333333333332
Jammu and Kashmir,Kulgam,2025-07-01,16,20.666666666666668
Jammu and Kashmir,Kulgam,2025-08-01,49,28.0
Jammu and Kashmir,Kulgam,2025-09-01,70,45.0
Jammu and Kashmir,Kulgam,2025-10-01,39,52.666666666666664
Jammu and Kashmir,Kulgam,2025-11-01,42,50.333333333333336
Jammu and Kashmir,Kulgam,2025-12-01,8,29.666666666666668
Jammu and Kashmir,Kupwara,2025-01-01,101,
Jammu and Kashmir,Kupwara,2025-02-01,140,
Jammu and Kashmir,Kupwara,2025-03-01,108,116.33333333333333
Jammu and Kashmir,Kupwara,2025-04-01,78,108.66666666666667
Jammu and Kashmir,Kupwara,2025-05-01,105,97.0
Jammu and Kashmir,Kupwara,2025-06-01,116,99.66666666666667
Jammu and Kashmir,Kupwara,2025-07-01,59,93.33333333333333
Jammu and Kashmir,Kupwara,2025-08-01,124,99.66666666666667
Jammu and Kashmir,Kupwara,2025-09-01,120,101.0
Jammu and Kashmir,Kupwara,2025-10-01,128,124.0
Jammu and Kashmir,Kupwara,2025-11-01,89,112.33333333333333
Jammu and Kashmir,Kupwara,2025-12-01,43,86.66666666666667
Jammu and Kashmir,Leh,2025-01-01,3,
Jammu and Kashmir,Leh,2025-02-01,9,
Jammu and Kashmir,Leh,2025-04-01,1,4.333333333333333
Jammu and Kashmir,Leh,2025-05-01,7,5.666666666666667
Jammu and Kashmir,Leh,2025-06-01,7,5.0
Jammu and Kashmir,Leh,2025-08-01,8,7.333333333333333
Jammu and Kashmir,Leh,2025-09-01,4,6.333333333333333
Jammu and Kashmir,Leh,2025-10-01,15,9.0
Jammu and Kashmir,Leh,2025-11-01,18,12.333333333333334
Jammu and Kashmir,Leh,2025-12-01,7,13.333333333333334
Jammu and Kashmir,Pulwama,2025-01-01,61,
Jammu and Kashmir,Pulwama,2025-02-01,151,
Jammu and Kashmir,Pulwama,2025-03-01,38,83.33333333333333
Jammu and Kashmir,Pulwama,2025-04-01,34,74.33333333333333
Jammu and Kashmir,Pulwama,2025-05-01,42,38.0
Jammu and Kashmir,Pulwama,2025-06-01,53,43.0
Jammu and Kashmir,Pulwama,2025-07-01,28,41.0
Jammu and Kashmir,Pulwama,2025-08-01,77,52.666666666666664
Jammu and Kashmir,Pulwama,2025-09-01,80,61.666666666666664
Jammu and Kashmir,Pulwama,2025-10-01,100,85.66666666666667
Jammu and Kashmir,Pulwama,2025-11-01,54,78.0
Jammu and Kashmir,Pulwama,2025-12-01,8,54.0
Jammu and Kashmir,Punch,2025-01-01,323,
Jammu and Kashmir,Punch,2025-02-01,101,
Jammu and Kashmir,Punch,2025-03-01,49,157.66666666666666
Jammu and Kashmir,Punch,2025-04-01,23,57.666666666666664
Jammu and Kashmir,Punch,2025-05-01,84,52.0
Jammu and Kashmir,Punch,2025-06-01,50,52.333333333333336
Jammu and Kashmir,Punch,2025-07-01,46,60.0
Jammu and Kashmir,Punch,2025-08-01,90,62.0
Jammu and Kashmir,Punch,2025-09-01,90,75.33333333333333
Jammu and Kashmir,Punch,2025-10-01,103,94.33333333333333
Jammu and Kashmir,Punch,2025-11-01,63,85.33333333333333
Jammu and Kashmir,Punch,2025-12-01,69,78.33333333333333
Jammu and Kashmir,Rajouri,2025-01-01,55,
Jammu and Kashmir,Rajouri,2025-02-01,170,
Jammu and Kashmir,Rajouri,2025-03-01,47,90.66666666666667
Jammu and Kashmir,Rajouri,2025-04-01,38,85.0
Jammu and Kashmir,Rajouri,2025-05-01,57,47.333333333333336
Jammu and Kashmir,Rajouri,2025-06-01,39,44.666666666666664
Jammu and Kashmir,Rajouri,2025-07-01,50,48.666666666666664
Jammu and Kashmir,Rajouri,2025-08-01,123,70.66666666666667
Jammu and Kashmir,Rajouri,2025-09-01,136,103.0
Jammu and Kashmir,Rajouri,2025-10-01,130,129.66666666666666
Jammu and Kashmir,Rajouri,2025-11-01,76,114.0
Jammu and Kashmir,Rajouri,2025-12-01,24,76.66666666666667
Jammu and Kashmir,Ramban,2025-01-01,26,
Jammu and Kashmir,Ramban,2025-02-01,57,
Jammu and Kashmir,Ramban,2025-03-01,23,35.333333333333336
Jammu and Kashmir,Ramban,2025-04-01,5,28.333333333333332
Jammu and Kashmir,Ramban,2025-05-01,59,29.0
Jammu and Kashmir,Ramban,2025-06-01,58,40.666666666666664
Jammu and Kashmir,Ramban,2025-07-01,32,49.666666666666664
Jammu and Kashmir,Ramban,2025-08-01,38,42.666666666666664
Jammu and Kashmir,Ramban,2025-09-01,61,43.666666666666664
Jammu and Kashmir,Ramban,2025-10-01,76,58.333333333333336
Jammu and Kashmir,Ramban,2025-11-01,39,58.666666666666664
Jammu and Kashmir,Ramban,2025-12-01,42,52.333333333333336
Jammu and Kashmir,Reasi,2025-01-01,34,
Jammu and Kashmir,Reasi,2025-02-01,77,
Jammu and Kashmir,Reasi,2025-03-01,18,43.0
Jammu and Kashmir,Reasi,2025-04-01,11,35.333333333333336
Jammu and Kashmir,Reasi,2025-05-01,62,30.333333333333332
Jammu and Kashmir,Reasi,2025-06-01,31,34.666666666666664
Jammu and Kashmir,Reasi,2025-07-01,45,46.0
Jammu and Kashmir,Reasi,2025-08-01,68,48.0
Jammu and Kashmir,Reasi,2025-09-01,68,60.333333333333336
Jammu and Kashmir,Reasi,2025-10-01,69,68.33333333333333
Jammu and Kashmir,Reasi,2025-11-01,53,63.333333333333336
Jammu and Kashmir,Reasi,2025-12-01,24,48.666666666666664
Jammu and Kashmir,Samba,2025-01-01,14,
Jammu and Kashmir,Samba,2025-02-01,9,
Jammu and Kashmir,Samba,2025-03-01,12,11.666666666666666
Jammu and Kashmir,Samba,2025-04-01,4,8.333333333333334
Jammu and Kashmir,Samba,2025-05-01,22,12.666666666666666
Jammu and Kashmir,Samba,2025-06-01,19,15.0
Jammu and Kashmir,Samba,2025-07-01,14,18.333333333333332
Jammu and Kashmir,Samba,2025-08-01,36,23.0
Jammu and Kashmir,Samba,2025-09-01,15,21.666666666666668
Jammu and Kashmir,Samba,2025-10-01,30,27.0
Jammu and Kashmir,Samba,2025-11-01,27,24.0
Jammu and Kashmir,Samba,2025-12-01,5,20.666666666666668
Jammu and Kashmir,Shupiyan,2025-01-01,12,
Jammu and Kashmir,Shupiyan,2025-02-01,24,
Jammu and Kashmir,Shupiyan,2025-03-01,12,16.0
Jammu and Kashmir,Shupiyan,2025-04-01,9,15.0
Jammu and Kashmir,Shupiyan,2025-05-01,11,10.666666666666666
Jammu and Kashmir,Shupiyan,2025-06-01,14,11.333333333333334
Jammu and Kashmir,Shupiyan,2025-07-01,4,9.666666666666666
Jammu and Kashmir,Shupiyan,2025-08-01,12,10.0
Jammu and Kashmir,Shupiyan,2025-09-01,31,15.666666666666666
Jammu and Kashmir,Shupiyan,2025-10-01,34,25.666666666666668
Jammu and Kashmir,Shupiyan,2025-11-01,19,28.0
Jammu and Kashmir,Shupiyan,2025-12-01,7,20.0
Jammu and Kashmir,Srinagar,2025-01-01,101,
Jammu and Kashmir,Srinagar,2025-02-01,198,
Jammu and Kashmir,Srinagar,2025-03-01,59,119.33333333333333
Jammu and Kashmir,Srinagar,2025-04-01,47,101.33333333333333
Jammu and Kashmir,Srinagar,2025-05-01,131,79.0
Jammu and Kashmir,Srinagar,2025-06-01,119,99.0
Jammu and Kashmir,Srinagar,2025-07-01,66,105.33333333333333
Jammu and Kashmir,Srinagar,2025-08-01,150,111.66666666666667
Jammu and Kashmir,Srinagar,2025-09-01,169,128.33333333333334
Jammu and Kashmir,Srinagar,2025-10-01,150,156.33333333333334
Jammu and Kashmir,Srinagar,2025-11-01,90,136.33333333333334
Jammu and Kashmir,Srinagar,2025-12-01,31,90.33333333333333
Jammu and Kashmir,Udhampur,2025-01-01,47,
Jammu and Kashmir,Udhampur,2025-02-01,77,
Jammu and Kashmir,Udhampur,2025-03-01,31,51.666666666666664
Jammu and Kashmir,Udhampur,2025-04-01,18,42.0
Jammu and Kashmir,Udhampur,2025-05-01,77,42.0
Jammu and Kashmir,Udhampur,2025-06-01,88,61.0
Jammu and Kashmir,Udhampur,2025-07-01,93,86.0
Jammu and Kashmir,Udhampur,2025-08-01,81,87.33333333333333
Jammu and Kashmir,Udhampur,2025-09-01,109,94.33333333333333
Jammu and Kashmir,Udhampur,2025-10-01,94,94.66666666666667
Jammu and Kashmir,Udhampur,2025-11-01,82,95.0
Jammu and Kashmir,Udhampur,2025-12-01,34,70.0
Jharkhand,Bokaro,2025-01-01,208,
Jharkhand,Bokaro,2025-02-01,387,
Jharkhand,Bokaro,2025-03-01,111,235.33333333333334
Jharkhand,Bokaro,2025-04-01,92,196.66666666666666
Jharkhand,Bokaro,2025-05-01,140,114.33333333333333
Jharkhand,Bokaro,2025-06-01,215,149.0
Jharkhand,Bokaro,2025-07-01,127,160.66666666666666
Jharkhand,Bokaro,2025-08-01,324,222.0
Jharkhand,Bokaro,2025-09-01,324,258.3333333333333
Jharkhand,Bokaro,2025-10-01,309,319.0
Jharkhand,Bokaro,2025-11-01,269,300.6666666666667
Jharkhand,Bokaro,2025-12-01,213,263.6666666666667
Jharkhand,Chatra,2025-01-01,1566,
Jharkhand,Chatra,2025-02-01,379,
Jharkhand,Chatra,2025-03-01,49,664.6666666666666
Jharkhand,Chatra,2025-04-01,26,151.33333333333334
Jharkhand,Chatra,2025-05-01,254,109.66666666666667
Jharkhand,Chatra,2025-06-01,176,152.0
Jharkhand,Chatra,2025-07-01,130,186.66666666666666
Jharkhand,Chatra,2025-08-01,252,186.0
Jharkhand,Chatra,2025-09-01,263,215.0
Jharkhand,Chatra,2025-10-01,279,264.6666666666667
Jharkhand,Chatra,2025-11-01,190,244.0
Jharkhand,Chatra,2025-12-01,170,213.0
Jharkhand,Deoghar,2025-01-01,1161,
Jharkhand,Deoghar,2025-02-01,451,
Jharkhand,Deoghar,2025-03-01,151,587.6666666666666
Jharkhand,Deoghar,2025-04-01,70,224.0
Jharkhand,Deoghar,2025-05-01,231,150.66666666666666
Jharkhand,Deoghar,2025-06-01,254,185.0
Jharkhand,Deoghar,2025-07-01,165,216.66666666666666
Jharkhand,Deoghar,2025-08-01,363,260.6666666666667
Jharkhand,Deoghar,2025-09-01,400,309.3333333333333
Jharkhand,Deoghar,2025-10-01,501,421.3333333333333
Jharkhand,Deoghar,2025-11-01,279,393.3333333333333
Jharkhand,Deoghar,2025-12-01,279,353.0
Jharkhand,Dhanbad,2025-01-01,2336,
Jharkhand,Dhanbad,2025-02-01,597,
Jharkhand,Dhanbad,2025-03-01,157,1030.0
Jharkhand,Dhanbad,2025-04-01,143,299.0
Jharkhand,Dhanbad,2025-05-01,394,231.33333333333334
Jharkhand,Dhanbad,2025-06-01,332,289.6666666666667
Jharkhand,Dhanbad,2025-07-01,273,333.0
Jharkhand,Dhanbad,2025-08-01,544,383.0
Jharkhand,Dhanbad,2025-09-01,427,414.6666666666667
Jharkhand,Dhanbad,2025-10-01,418,463.0
Jharkhand,Dhanbad,2025-11-01,363,402.6666666666667
Jharkhand,Dhanbad,2025-12-01,402,394.3333333333333
Jharkhand,Dumka,2025-01-01,805,
Jharkhand,Dumka,2025-02-01,387,
Jharkhand,Dumka,2025-03-01,103,431.6666666666667
Jharkhand,Dumka,2025-04-01,50,180.0
Jharkhand,Dumka,2025-05-01,181,111.33333333333333
Jharkhand,Dumka,2025-06-01,325,185.33333333333334
Jharkhand,Dumka,2025-07-01,205,237.0
Jharkhand,Dumka,2025-08-01,304,278.0
Jharkhand,Dumka,2025-09-01,292,267.0
Jharkhand,Dumka,2025-10-01,317,304.3333333333333
Jharkhand,Dumka,2025-11-01,219,276.0
Jharkhand,Dumka,2025-12-01,184,240.0
Jharkhand,East Singhbhum,2025-01-01,786,
Jharkhand,East Singhbhum,2025-02-01,528,
Jharkhand,East Singhbhum,2025-03-01,100,471.3333333333333
Jharkhand,East Singhbhum,2025-04-01,81,236.33333333333334
Jharkhand,East Singhbhum,2025-05-01,154,111.66666666666667
Jharkhand,East Singhbhum,2025-06-01,225,153.33333333333334
Jharkhand,East Singhbhum,2025-07-01,176,185.0
Jharkhand,East Singhbhum,2025-08-01,317,239.33333333333334
Jharkhand,East Singhbhum,2025-09-01,364,285.6666666666667
