district,year_month,demand_total,mom_growth
Buldhana,2025-12,215,-0.1260162601626016
Bundi,2025-01,992,
Bundi,2025-02,201,-0.7973790322580645
Bundi,2025-03,113,-0.43781094527363185
Bundi,2025-04,104,-0.07964601769911506
Bundi,2025-05,171,0.6442307692307692
Bundi,2025-06,155,-0.0935672514619883
Bundi,2025-07,74,-0.5225806451612903
Bundi,2025-08,208,1.810810810810811
Bundi,2025-09,196,-0.05769230769230771
Bundi,2025-10,244,0.24489795918367352
Bundi,2025-11,134,-0.4508196721311475
Bundi,2025-12,171,0.27611940298507465
Burhanpur,2025-01,8884,
Burhanpur,2025-02,219,-0.9753489419180549
Burhanpur,2025-03,104,-0.5251141552511416
Burhanpur,2025-04,59,-0.4326923076923077
Burhanpur,2025-05,85,0.44067796610169485
Burhanpur,2025-06,57,-0.3294117647058824
Burhanpur,2025-07,34,-0.4035087719298246
Burhanpur,2025-08,117,2.4411764705882355
Burhanpur,2025-09,140,0.19658119658119655
Burhanpur,2025-10,162,0.15714285714285725
Burhanpur,2025-11,144,-0.11111111111111116
Burhanpur,2025-12,130,-0.09722222222222221
Buxar,2025-01,200,
Buxar,2025-02,290,0.44999999999999996
Buxar,2025-03,244,-0.1586206896551724
Buxar,2025-04,134,-0.4508196721311475
Buxar,2025-05,228,0.7014925373134329
Buxar,2025-06,200,-0.1228070175438597
Buxar,2025-07,51,-0.745
Buxar,2025-08,236,3.6274509803921573
Buxar,2025-09,184,-0.22033898305084743
Buxar,2025-10,255,0.38586956521739135
Buxar,2025-11,228,-0.10588235294117643
Buxar,2025-12,315,0.381578947368421
Cachar,2025-01,12857,
Cachar,2025-02,589,-0.9541883798708874
Cachar,2025-03,379,-0.35653650254668934
Cachar,2025-04,213,-0.4379947229551451
Cachar,2025-05,348,0.6338028169014085
Cachar,2025-06,335,-0.03735632183908044
Cachar,2025-07,109,-0.6746268656716419
Cachar,2025-08,398,2.6513761467889907
Cachar,2025-09,362,-0.09045226130653261
Cachar,2025-10,358,-0.011049723756906049
Cachar,2025-11,289,-0.1927374301675978
Cachar,2025-12,266,-0.07958477508650519
Central Delhi,2025-01,2522,
Central Delhi,2025-02,112,-0.9555908009516257
Central Delhi,2025-03,53,-0.5267857142857143
Central Delhi,2025-04,34,-0.3584905660377359
Central Delhi,2025-05,62,0.8235294117647058
Central Delhi,2025-06,84,0.35483870967741926
Central Delhi,2025-07,42,-0.5
Central Delhi,2025-08,107,1.5476190476190474
Central Delhi,2025-09,80,-0.25233644859813087
Central Delhi,2025-10,90,0.125
Central Delhi,2025-11,78,-0.1333333333333333
Central Delhi,2025-12,81,0.03846153846153855
Chamarajanagar,2025-01,9,
Chamarajanagar,2025-02,14,0.5555555555555556
Chamarajanagar,2025-03,14,0.0
Chamarajanagar,2025-04,8,-0.4285714285714286
Chamarajanagar,2025-05,5,-0.375
Chamarajanagar,2025-06,7,0.3999999999999999
Chamarajanagar,2025-07,1,-0.8571428571428572
Chamarajanagar,2025-08,15,14.0
Chamarajanagar,2025-09,3,-0.8
Chamarajanagar,2025-10,7,1.3333333333333335
Chamarajanagar,2025-11,14,1.0
Chamarajanagar,2025-12,3,-0.7857142857142857
Chamarajanagar *,2025-01,1,
Chamarajanagar *,2025-12,3,2.0
Chamba,2025-01,12,
Chamba,2025-02,45,2.75
Chamba,2025-03,24,-0.4666666666666667
Chamba,2025-04,4,-0.8333333333333334
Chamba,2025-05,65,15.25
Chamba,2025-06,34,-0.4769230769230769
Chamba,2025-07,34,0.0
Chamba,2025-08,47,0.38235294117647056
Chamba,2025-09,72,0.5319148936170213
Chamba,2025-10,94,0.3055555555555556
Chamba,2025-11,58,-0.3829787234042553
Chamba,2025-12,46,-0.2068965517241379
Chamoli,2025-01,24,
Chamoli,2025-02,27,0.125
Chamoli,2025-03,40,0.4814814814814814
Chamoli,2025-04,19,-0.525
Chamoli,2025-05,31,0.631578947368421
Chamoli,2025-06,35,0.12903225806451624
Chamoli,2025-07,9,-0.7428571428571429
Chamoli,2025-08,38,3.2222222222222223
Chamoli,2025-09,49,0.2894736842105263
Chamoli,2025-10,63,0.2857142857142858
Chamoli,2025-11,50,-0.2063492063492064
Chamoli,2025-12,47,-0.06000000000000005
Champawat,2025-01,19,
Champawat,2025-02,42,1.210526315789474
Champawat,2025-03,32,-0.23809523809523814
Champawat,2025-04,23,-0.28125
Champawat,2025-05,8,-0.6521739130434783
Champawat,2025-06,39,3.875
Champawat,2025-07,11,-0.717948717948718
Champawat,2025-08,55,4.0
Champawat,2025-09,42,-0.23636363636363633
Champawat,2025-10,61,0.45238095238095233
Champawat,2025-11,38,-0.3770491803278688
Champawat,2025-12,19,-0.5
Champhai,2025-01,923,
Champhai,2025-02,22,-0.9761646803900325
Champhai,2025-03,20,-0.09090909090909094
Champhai,2025-04,20,0.0
Champhai,2025-05,15,-0.25
Champhai,2025-06,5,-0.6666666666666667
Champhai,2025-07,9,0.8
Champhai,2025-08,15,0.6666666666666667
Champhai,2025-09,51,2.4
Champhai,2025-10,8,-0.8431372549019608
Champhai,2025-11,8,0.0
Champhai,2025-12,23,1.875
Chamrajanagar,2025-01,58,
Chamrajanagar,2025-02,130,1.2413793103448274
Chamrajanagar,2025-03,63,-0.5153846153846153
Chamrajanagar,2025-04,72,0.1428571428571428
Chamrajanagar,2025-05,58,-0.19444444444444442
Chamrajanagar,2025-06,65,0.1206896551724137
Chamrajanagar,2025-07,26,-0.6
Chamrajanagar,2025-08,73,1.8076923076923075
Chamrajanagar,2025-09,63,-0.136986301369863
Chamrajanagar,2025-10,120,0.9047619047619047
Chamrajanagar,2025-11,84,-0.30000000000000004
Chamrajanagar,2025-12,72,-0.1428571428571429
Chamrajnagar,2025-01,8,
Chamrajnagar,2025-02,9,0.125
Chamrajnagar,2025-03,5,-0.4444444444444444
Chamrajnagar,2025-04,15,2.0
Chamrajnagar,2025-05,12,-0.19999999999999996
Chamrajnagar,2025-06,18,0.5
Chamrajnagar,2025-07,5,-0.7222222222222222
Chamrajnagar,2025-08,8,0.6000000000000001
Chamrajnagar,2025-09,8,0.0
Chamrajnagar,2025-10,23,1.875
Chamrajnagar,2025-11,20,-0.13043478260869568
Chamrajnagar,2025-12,7,-0.65
Chandauli,2025-01,4224,
Chandauli,2025-02,373,-0.9116950757575758
Chandauli,2025-03,294,-0.2117962466487936
Chandauli,2025-04,181,-0.3843537414965986
Chandauli,2025-05,255,0.40883977900552493
Chandauli,2025-06,271,0.06274509803921569
Chandauli,2025-07,153,-0.4354243542435424
Chandauli,2025-08,408,1.6666666666666665
Chandauli,2025-09,421,0.031862745098039325
Chandauli,2025-10,456,0.08313539192399055
Chandauli,2025-11,304,-0.33333333333333337
Chandauli,2025-12,317,0.04276315789473695
Chandel,2025-01,45,
Chandel,2025-02,78,0.7333333333333334
Chandel,2025-03,32,-0.5897435897435898
Chandel,2025-04,27,-0.15625
Chandel,2025-05,28,0.03703703703703698
Chandel,2025-06,24,-0.1428571428571429
Chandel,2025-07,18,-0.25
Chandel,2025-08,16,-0.11111111111111116
Chandel,2025-09,24,0.5
Chandel,2025-10,31,0.29166666666666674
Chandel,2025-11,14,-0.5483870967741935
Chandel,2025-12,14,0.0
Chandigarh,2025-01,202,
Chandigarh,2025-02,155,-0.23267326732673266
Chandigarh,2025-03,38,-0.7548387096774194
Chandigarh,2025-04,46,0.21052631578947367
Chandigarh,2025-05,104,1.2608695652173911
Chandigarh,2025-06,77,-0.2596153846153846
Chandigarh,2025-07,51,-0.33766233766233766
Chandigarh,2025-08,115,1.2549019607843137
Chandigarh,2025-09,107,-0.06956521739130439
Chandigarh,2025-10,140,0.30841121495327095
Chandigarh,2025-11,94,-0.3285714285714286
Chandigarh,2025-12,70,-0.25531914893617025
Chandrapur,2025-01,1260,
Chandrapur,2025-02,207,-0.8357142857142857
Chandrapur,2025-03,89,-0.5700483091787439
Chandrapur,2025-04,76,-0.1460674157303371
Chandrapur,2025-05,73,-0.03947368421052633
Chandrapur,2025-06,58,-0.20547945205479456
Chandrapur,2025-07,66,0.13793103448275867
Chandrapur,2025-08,173,1.621212121212121
Chandrapur,2025-09,184,0.06358381502890165
Chandrapur,2025-10,165,-0.1032608695652174
Chandrapur,2025-11,124,-0.24848484848484853
Chandrapur,2025-12,126,0.016129032258064502
Changlang,2025-01,45,
Changlang,2025-02,58,0.288888888888889
Changlang,2025-03,57,-0.017241379310344862
Changlang,2025-04,58,0.01754385964912286
Changlang,2025-05,43,-0.2586206896551724
Changlang,2025-06,58,0.34883720930232553
Changlang,2025-07,45,-0.22413793103448276
Changlang,2025-08,61,0.3555555555555556
Changlang,2025-09,66,0.08196721311475419
Changlang,2025-10,15,-0.7727272727272727
Changlang,2025-11,35,1.3333333333333335
Changlang,2025-12,20,-0.4285714285714286
Charaideo,2025-01,521,
Charaideo,2025-02,43,-0.9174664107485605
Charaideo,2025-03,40,-0.06976744186046513
Charaideo,2025-04,22,-0.44999999999999996
Charaideo,2025-05,39,0.7727272727272727
Charaideo,2025-06,27,-0.3076923076923077
Charaideo,2025-07,30,0.11111111111111116
Charaideo,2025-08,36,0.19999999999999996
Charaideo,2025-09,30,-0.16666666666666663
Charaideo,2025-10,38,0.2666666666666666
Charaideo,2025-11,34,-0.10526315789473684
Charaideo,2025-12,15,-0.5588235294117647
Charkhi Dadri,2025-01,22,
Charkhi Dadri,2025-02,26,0.18181818181818188
Charkhi Dadri,2025-03,30,0.15384615384615374
Charkhi Dadri,2025-04,7,-0.7666666666666666
Charkhi Dadri,2025-05,59,7.428571428571429
Charkhi Dadri,2025-06,22,-0.6271186440677966
Charkhi Dadri,2025-07,14,-0.36363636363636365
Charkhi Dadri,2025-08,57,3.071428571428571
Charkhi Dadri,2025-09,51,-0.10526315789473684
Charkhi Dadri,2025-10,46,-0.0980392156862745
Charkhi Dadri,2025-11,30,-0.34782608695652173
Charkhi Dadri,2025-12,27,-0.09999999999999998
Chatra,2025-01,1566,
Chatra,2025-02,379,-0.7579821200510856
Chatra,2025-03,49,-0.870712401055409
Chatra,2025-04,26,-0.4693877551020408
Chatra,2025-05,254,8.76923076923077
Chatra,2025-06,176,-0.30708661417322836
Chatra,2025-07,130,-0.26136363636363635
Chatra,2025-08,252,0.9384615384615385
Chatra,2025-09,263,0.04365079365079372
Chatra,2025-10,279,0.06083650190114076
Chatra,2025-11,190,-0.31899641577060933
Chatra,2025-12,170,-0.10526315789473684
Chatrapati Sambhaji Nagar,2025-01,7,
Chatrapati Sambhaji Nagar,2025-02,9,0.2857142857142858
Chatrapati Sambhaji Nagar,2025-03,4,-0.5555555555555556
Chatrapati Sambhaji Nagar,2025-04,9,1.25
Chatrapati Sambhaji Nagar,2025-05,8,-0.11111111111111116
Chatrapati Sambhaji Nagar,2025-06,5,-0.375
Chatrapati Sambhaji Nagar,2025-07,4,-0.19999999999999996
Chatrapati Sambhaji Nagar,2025-08,4,0.0
Chatrapati Sambhaji Nagar,2025-09,3,-0.25
Chatrapati Sambhaji Nagar,2025-10,7,1.3333333333333335
Chatrapati Sambhaji Nagar,2025-11,5,-0.2857142857142857
Chatrapati Sambhaji Nagar,2025-12,14,1.7999999999999998
Chengalpattu,2025-01,331,
Chengalpattu,2025-02,58,-0.824773413897281
Chengalpattu,2025-03,50,-0.13793103448275867
Chengalpattu,2025-04,12,-0.76
Chengalpattu,2025-05,22,0.8333333333333333
Chengalpattu,2025-06,49,1.227272727272727
Chengalpattu,2025-07,22,-0.5510204081632653
Chengalpattu,2025-08,47,1.1363636363636362
Chengalpattu,2025-09,27,-0.42553191489361697
Chengalpattu,2025-10,43,0.5925925925925926
Chengalpattu,2025-11,31,-0.2790697674418605
Chengalpattu,2025-12,28,-0.09677419354838712
Chennai,2025-01,805,
Chennai,2025-02,612,-0.23975155279503102
Chennai,2025-03,487,-0.20424836601307195
Chennai,2025-04,180,-0.6303901437371664
Chennai,2025-05,274,0.5222222222222221
Chennai,2025-06,390,0.42335766423357657
Chennai,2025-07,229,-0.4128205128205128
Chennai,2025-08,335,0.46288209606986896
Chennai,2025-09,310,-0.07462686567164178
Chennai,2025-10,370,0.19354838709677424
Chennai,2025-11,363,-0.018918918918918948
Chennai,2025-12,332,-0.08539944903581265
Chhatarpur,2025-01,8247,
Chhatarpur,2025-02,632,-0.9233660725112162
Chhatarpur,2025-03,356,-0.43670886075949367
Chhatarpur,2025-04,261,-0.2668539325842697
Chhatarpur,2025-05,328,0.2567049808429118
Chhatarpur,2025-06,378,0.15243902439024382
Chhatarpur,2025-07,220,-0.417989417989418
Chhatarpur,2025-08,576,1.6181818181818182
Chhatarpur,2025-09,559,-0.02951388888888884
Chhatarpur,2025-10,580,0.0375670840787119
Chhatarpur,2025-11,491,-0.153448275862069
Chhatarpur,2025-12,406,-0.1731160896130346
Chhatrapati Sambhajinagar,2025-01,32,
Chhatrapati Sambhajinagar,2025-02,46,0.4375
Chhatrapati Sambhajinagar,2025-03,27,-0.4130434782608695
Chhatrapati Sambhajinagar,2025-04,15,-0.4444444444444444
Chhatrapati Sambhajinagar,2025-05,22,0.46666666666666656
Chhatrapati Sambhajinagar,2025-06,18,-0.18181818181818177
Chhatrapati Sambhajinagar,2025-07,12,-0.33333333333333337
Chhatrapati Sambhajinagar,2025-08,45,2.75
Chhatrapati Sambhajinagar,2025-09,38,-0.15555555555555556
Chhatrapati Sambhajinagar,2025-10,46,0.21052631578947367
Chhatrapati Sambhajinagar,2025-11,32,-0.30434782608695654
Chhatrapati Sambhajinagar,2025-12,18,-0.4375
Chhindwara,2025-01,282,
Chhindwara,2025-02,556,0.9716312056737588
Chhindwara,2025-03,242,-0.564748201438849
Chhindwara,2025-04,184,-0.23966942148760328
Chhindwara,2025-05,198,0.07608695652173902
Chhindwara,2025-06,170,-0.14141414141414144
Chhindwara,2025-07,135,-0.20588235294117652
Chhindwara,2025-08,405,2.0
Chhindwara,2025-09,401,-0.00987654320987652
Chhindwara,2025-10,443,0.10473815461346625
Chhindwara,2025-11,385,-0.13092550790067725
Chhindwara,2025-12,271,-0.2961038961038961
Chhotaudepur,2025-01,3669,
Chhotaudepur,2025-02,55,-0.9850095393840284
Chhotaudepur,2025-03,35,-0.36363636363636365
Chhotaudepur,2025-04,18,-0.48571428571428577
Chhotaudepur,2025-05,18,0.0
Chhotaudepur,2025-06,45,1.5
Chhotaudepur,2025-07,50,0.11111111111111116
Chhotaudepur,2025-08,92,0.8400000000000001
Chhotaudepur,2025-09,73,-0.2065217391304348
Chhotaudepur,2025-10,111,0.5205479452054795
Chhotaudepur,2025-11,62,-0.4414414414414415
Chhotaudepur,2025-12,96,0.5483870967741935
Chickmagalur,2025-01,34,
Chickmagalur,2025-02,55,0.6176470588235294
Chickmagalur,2025-03,39,-0.2909090909090909
Chickmagalur,2025-04,7,-0.8205128205128205
Chickmagalur,2025-05,24,2.4285714285714284
Chickmagalur,2025-06,39,0.625
Chickmagalur,2025-07,18,-0.5384615384615384
Chickmagalur,2025-08,43,1.3888888888888888
Chickmagalur,2025-09,38,-0.11627906976744184
Chickmagalur,2025-10,51,0.3421052631578947
Chickmagalur,2025-11,46,-0.0980392156862745
Chickmagalur,2025-12,42,-0.08695652173913049
Chikkaballapur,2025-01,104,
Chikkaballapur,2025-02,177,0.7019230769230769
Chikkaballapur,2025-03,69,-0.6101694915254237
Chikkaballapur,2025-04,49,-0.28985507246376807
Chikkaballapur,2025-05,65,0.3265306122448979
Chikkaballapur,2025-06,101,0.5538461538461539
Chikkaballapur,2025-07,35,-0.6534653465346535
Chikkaballapur,2025-08,120,2.4285714285714284
Chikkaballapur,2025-09,148,0.2333333333333334
Chikkaballapur,2025-10,121,-0.18243243243243246
Chikkaballapur,2025-11,163,0.3471074380165289
Chikkaballapur,2025-12,103,-0.36809815950920244
Chikkamagaluru,2025-01,34,
Chikkamagaluru,2025-02,63,0.8529411764705883
Chikkamagaluru,2025-03,31,-0.5079365079365079
Chikkamagaluru,2025-04,22,-0.29032258064516125
Chikkamagaluru,2025-05,18,-0.18181818181818177
Chikkamagaluru,2025-06,36,1.0
Chikkamagaluru,2025-08,49,0.36111111111111116
Chikkamagaluru,2025-09,34,-0.30612244897959184
Chikkamagaluru,2025-10,49,0.4411764705882353
Chikkamagaluru,2025-11,63,0.2857142857142858
Chikkamagaluru,2025-12,38,-0.39682539682539686
Chikmagalur,2025-01,3,
Chikmagalur,2025-02,8,1.6666666666666665
Chikmagalur,2025-03,5,-0.375
Chikmagalur,2025-04,4,-0.19999999999999996
Chikmagalur,2025-05,5,0.25
Chikmagalur,2025-06,3,-0.4
Chikmagalur,2025-07,3,0.0
Chikmagalur,2025-08,4,0.33333333333333326
Chikmagalur,2025-10,1,-0.75
Chikmagalur,2025-11,8,7.0
Chikmagalur,2025-12,7,-0.125
Chirang,2025-01,2577,
Chirang,2025-02,74,-0.9712844392704696
Chirang,2025-03,55,-0.2567567567567568
Chirang,2025-04,46,-0.1636363636363637
Chirang,2025-05,82,0.7826086956521738
Chirang,2025-06,57,-0.30487804878048785
Chirang,2025-07,22,-0.6140350877192983
Chirang,2025-08,46,1.0909090909090908
Chirang,2025-09,58,0.26086956521739135
Chirang,2025-10,69,0.18965517241379315
Chirang,2025-11,66,-0.04347826086956519
Chirang,2025-12,57,-0.13636363636363635
Chitradurga,2025-01,147,
Chitradurga,2025-02,192,0.30612244897959173
Chitradurga,2025-03,105,-0.453125
Chitradurga,2025-04,63,-0.4
Chitradurga,2025-05,94,0.4920634920634921
Chitradurga,2025-06,109,0.15957446808510634
Chitradurga,2025-07,47,-0.5688073394495412
Chitradurga,2025-08,112,1.3829787234042552
Chitradurga,2025-09,107,-0.044642857142857095
Chitradurga,2025-10,165,0.5420560747663552
Chitradurga,2025-11,157,-0.048484848484848464
Chitradurga,2025-12,85,-0.4585987261146497
Chitrakoot,2025-01,146,
Chitrakoot,2025-02,290,0.9863013698630136
Chitrakoot,2025-03,128,-0.5586206896551724
Chitrakoot,2025-04,96,-0.25
Chitrakoot,2025-05,171,0.78125
Chitrakoot,2025-06,154,-0.09941520467836262
Chitrakoot,2025-07,93,-0.39610389610389607
Chitrakoot,2025-08,138,0.4838709677419355
Chitrakoot,2025-09,184,0.33333333333333326
Chitrakoot,2025-10,194,0.05434782608695654
Chitrakoot,2025-11,177,-0.08762886597938147
Chitrakoot,2025-12,185,0.04519774011299438
Chittaurgarh,2025-01,26,
Chittaurgarh,2025-02,27,0.03846153846153855
Chittaurgarh,2025-03,15,-0.4444444444444444
Chittaurgarh,2025-04,5,-0.6666666666666667
Chittaurgarh,2025-05,22,3.4000000000000004
Chittaurgarh,2025-06,18,-0.18181818181818177
Chittaurgarh,2025-07,7,-0.6111111111111112
Chittaurgarh,2025-08,24,2.4285714285714284
Chittaurgarh,2025-09,22,-0.08333333333333337
Chittaurgarh,2025-10,20,-0.09090909090909094
Chittaurgarh,2025-11,11,-0.44999999999999996
Chittaurgarh,2025-12,18,0.6363636363636365
Chittoor,2025-01,220,
Chittoor,2025-02,456,1.0727272727272728
Chittoor,2025-03,316,-0.3070175438596491
Chittoor,2025-04,150,-0.5253164556962026
Chittoor,2025-05,306,1.04
Chittoor,2025-06,278,-0.09150326797385622
Chittoor,2025-07,100,-0.6402877697841727
Chittoor,2025-08,343,2.43
Chittoor,2025-09,265,-0.2274052478134111
Chittoor,2025-10,360,0.35849056603773577
Chittoor,2025-11,308,-0.1444444444444445
Chittoor,2025-12,270,-0.12337662337662336
Chittorgarh,2025-01,2282,
Chittorgarh,2025-02,201,-0.9119193689745837
Chittorgarh,2025-03,124,-0.3830845771144279
Chittorgarh,2025-04,90,-0.27419354838709675
Chittorgarh,2025-05,196,1.1777777777777776
Chittorgarh,2025-06,158,-0.19387755102040816
Chittorgarh,2025-07,70,-0.5569620253164558
Chittorgarh,2025-08,282,3.0285714285714285
Chittorgarh,2025-09,219,-0.22340425531914898
Chittorgarh,2025-10,279,0.273972602739726
Chittorgarh,2025-11,204,-0.26881720430107525
Chittorgarh,2025-12,259,0.26960784313725483
Chumukedima,2025-01,117,
Chumukedima,2025-02,8,-0.9316239316239316
Chumukedima,2025-03,4,-0.5
Chumukedima,2025-05,3,-0.25
Chumukedima,2025-06,1,-0.6666666666666667
Chumukedima,2025-07,5,4.0
Chumukedima,2025-08,14,1.7999999999999998
Chumukedima,2025-09,3,-0.7857142857142857
Chumukedima,2025-10,4,0.33333333333333326
Chumukedima,2025-11,5,0.25
Chumukedima,2025-12,12,1.4
Churachandpur,2025-01,3915,
Churachandpur,2025-02,123,-0.9685823754789272
Churachandpur,2025-03,34,-0.7235772357723578
Churachandpur,2025-04,39,0.1470588235294117
Churachandpur,2025-05,99,1.5384615384615383
Churachandpur,2025-06,73,-0.26262626262626265
Churachandpur,2025-07,26,-0.6438356164383562
Churachandpur,2025-08,43,0.6538461538461537
Churachandpur,2025-09,45,0.04651162790697683
Churachandpur,2025-10,100,1.2222222222222223
Churachandpur,2025-11,59,-0.41000000000000003
Churachandpur,2025-12,39,-0.3389830508474576
Churu,2025-01,4459,
Churu,2025-02,425,-0.9046871495851088
Churu,2025-03,371,-0.12705882352941178
Churu,2025-04,229,-0.38274932614555257
Churu,2025-05,323,0.41048034934497823
Churu,2025-06,320,-0.009287925696594423
Churu,2025-07,227,-0.290625
Churu,2025-08,413,0.8193832599118942
Churu,2025-09,456,0.10411622276029053
Churu,2025-10,514,0.1271929824561404
Churu,2025-11,374,-0.27237354085603116
Churu,2025-12,385,0.02941176470588225
Coimbatore,2025-01,428,
Coimbatore,2025-02,456,0.06542056074766345
Coimbatore,2025-03,409,-0.10307017543859653
Coimbatore,2025-04,169,-0.58679706601467
Coimbatore,2025-05,213,0.2603550295857988
Coimbatore,2025-06,316,0.483568075117371
Coimbatore,2025-07,207,-0.34493670886075944
Coimbatore,2025-08,350,0.6908212560386473
Coimbatore,2025-09,251,-0.2828571428571428
Coimbatore,2025-10,383,0.5258964143426295
Coimbatore,2025-11,285,-0.25587467362924277
Coimbatore,2025-12,371,0.30175438596491233
Cooch Behar,2025-01,3170,
Cooch Behar,2025-02,437,-0.8621451104100947
Cooch Behar,2025-03,244,-0.4416475972540046
Cooch Behar,2025-04,198,-0.1885245901639344
Cooch Behar,2025-05,398,1.01010101010101
Cooch Behar,2025-06,306,-0.23115577889447236
Cooch Behar,2025-07,177,-0.42156862745098034
Cooch Behar,2025-08,338,0.9096045197740112
Cooch Behar,2025-09,390,0.15384615384615374
Cooch Behar,2025-10,454,0.16410256410256419
Cooch Behar,2025-11,327,-0.2797356828193832
Cooch Behar,2025-12,270,-0.17431192660550454
Coochbehar,2025-01,5886,
Coochbehar,2025-09,68,-0.9884471627590894
Cuddalore,2025-01,545,
Cuddalore,2025-02,541,-0.007339449541284404
Cuddalore,2025-03,509,-0.05914972273567465
Cuddalore,2025-04,182,-0.6424361493123771
Cuddalore,2025-05,235,0.2912087912087913
Cuddalore,2025-06,228,-0.029787234042553234
Cuddalore,2025-07,190,-0.16666666666666663
Cuddalore,2025-08,366,0.9263157894736842
Cuddalore,2025-09,331,-0.09562841530054644
Cuddalore,2025-10,386,0.16616314199395776
Cuddalore,2025-11,305,-0.2098445595854922
Cuddalore,2025-12,296,-0.02950819672131144
Cuddapah,2025-01,182,
Cuddapah,2025-02,373,1.0494505494505493
Cuddapah,2025-03,228,-0.3887399463806971
Cuddapah,2025-04,121,-0.4692982456140351
Cuddapah,2025-05,227,0.8760330578512396
Cuddapah,2025-06,240,0.05726872246696035
Cuddapah,2025-07,86,-0.6416666666666666
Cuddapah,2025-08,242,1.8139534883720931
Cuddapah,2025-09,207,-0.14462809917355368
Cuddapah,2025-10,236,0.14009661835748788
Cuddapah,2025-11,194,-0.17796610169491522
Cuddapah,2025-12,157,-0.19072164948453607
Cuttack,2025-01,360,
Cuttack,2025-02,692,0.9222222222222223
Cuttack,2025-03,248,-0.6416184971098267
Cuttack,2025-04,254,0.024193548387096753
Cuttack,2025-05,312,0.22834645669291342
Cuttack,2025-06,512,0.641025641025641
Cuttack,2025-07,156,-0.6953125
Cuttack,2025-08,520,2.3333333333333335
Cuttack,2025-09,526,0.011538461538461497
Cuttack,2025-10,446,-0.15209125475285168
Cuttack,2025-11,432,-0.03139013452914796
Cuttack,2025-12,432,0.0
Dadra & Nagar Haveli,2025-01,1,
Dadra & Nagar Haveli,2025-02,3,2.0
Dadra & Nagar Haveli,2025-03,1,-0.6666666666666667
Dadra & Nagar Haveli,2025-05,1,0.0
Dadra & Nagar Haveli,2025-06,1,0.0
Dadra & Nagar Haveli,2025-08,1,0.0
Dadra & Nagar Haveli,2025-09,1,0.0
Dadra & Nagar Haveli,2025-10,3,2.0
Dadra & Nagar Haveli,2025-11,1,-0.6666666666666667
Dadra And Nagar Haveli,2025-01,967,
Dadra and Nagar Haveli,2025-01,46,
Dadra and Nagar Haveli,2025-02,112,1.4347826086956523
Dadra and Nagar Haveli,2025-03,70,-0.375
Dadra and Nagar Haveli,2025-04,26,-0.6285714285714286
Dadra and Nagar Haveli,2025-05,12,-0.5384615384615384
Dadra and Nagar Haveli,2025-06,24,1.0
Dadra and Nagar Haveli,2025-07,16,-0.33333333333333337
Dadra and Nagar Haveli,2025-08,70,3.375
Dadra and Nagar Haveli,2025-09,102,0.4571428571428571
Dadra and Nagar Haveli,2025-10,74,-0.27450980392156865
Dadra and Nagar Haveli,2025-11,108,0.45945945945945943
Dadra and Nagar Haveli,2025-12,98,-0.09259259259259256
Dahod,2025-01,5914,
Dahod,2025-02,447,-0.9244166384849509
Dahod,2025-03,251,-0.4384787472035794
Dahod,2025-04,40,-0.8406374501992032
Dahod,2025-05,99,1.475
Dahod,2025-06,148,0.49494949494949503
Dahod,2025-07,69,-0.5337837837837838
Dahod,2025-08,396,4.739130434782608
Dahod,2025-09,343,-0.13383838383838387
Dahod,2025-10,316,-0.07871720116618075
Dahod,2025-11,313,-0.009493670886076
Dahod,2025-12,370,0.1821086261980831
Dakshin Bastar Dantewada,2025-01,12,
Dakshin Bastar Dantewada,2025-02,30,1.5
Dakshin Bastar Dantewada,2025-03,14,-0.5333333333333333
Dakshin Bastar Dantewada,2025-04,12,-0.1428571428571429
Dakshin Bastar Dantewada,2025-05,86,6.166666666666667
Dakshin Bastar Dantewada,2025-06,28,-0.6744186046511628
Dakshin Bastar Dantewada,2025-07,18,-0.3571428571428571
Dakshin Bastar Dantewada,2025-08,35,0.9444444444444444
Dakshin Bastar Dantewada,2025-09,16,-0.5428571428571429
Dakshin Bastar Dantewada,2025-10,9,-0.4375
Dakshin Bastar Dantewada,2025-11,34,2.7777777777777777
Dakshin Bastar Dantewada,2025-12,14,-0.5882352941176471
Dakshin Dinajpur,2025-01,471,
Dakshin Dinajpur,2025-02,356,-0.24416135881104029
Dakshin Dinajpur,2025-03,254,-0.2865168539325843
Dakshin Dinajpur,2025-04,235,-0.07480314960629919
Dakshin Dinajpur,2025-05,309,0.3148936170212766
Dakshin Dinajpur,2025-06,274,-0.11326860841423947
Dakshin Dinajpur,2025-07,154,-0.43795620437956206
Dakshin Dinajpur,2025-08,301,0.9545454545454546
Dakshin Dinajpur,2025-09,219,-0.2724252491694352
Dakshin Dinajpur,2025-10,293,0.3378995433789955
Dakshin Dinajpur,2025-11,300,0.023890784982935065
Dakshin Dinajpur,2025-12,309,0.030000000000000027
Dakshina Kannada,2025-01,148,
Dakshina Kannada,2025-02,360,1.4324324324324325
Dakshina Kannada,2025-03,136,-0.6222222222222222
Dakshina Kannada,2025-04,77,-0.4338235294117647
Dakshina Kannada,2025-05,128,0.6623376623376624
Dakshina Kannada,2025-06,170,0.328125
Dakshina Kannada,2025-07,89,-0.4764705882352941
Dakshina Kannada,2025-08,178,1.0
Dakshina Kannada,2025-09,242,0.3595505617977528
Dakshina Kannada,2025-10,304,0.25619834710743805
