year_month,district,demand_enrolments,demand_updates,demand_total,bio_age_5_17,bio_age_17_plus,bio_total,monthly_capacity,request_capacity_ratio,delay_index,load_category
2025-01,Cuttack,8,3,11,,,,4160.0,0.0026442307692307,LOW,scheme
2025-02,Cuttack,242,85,327,,,,81120.0,0.0040310650887573,LOW,normal
2025-02,Cuttack,242,85,327,,,,4160.0,0.0786057692307692,LOW,normal
2025-02,Cuttack,14,5,19,,,,81120.0,0.0002342209072978,LOW,normal
2025-02,Cuttack,14,5,19,,,,4160.0,0.0045673076923076,LOW,normal
2025-03,Cuttack,87,30,117,5126.0,11988.0,17114.0,81120.0,0.0014423076923076,LOW,exam
2025-03,Cuttack,87,30,117,5126.0,11988.0,17114.0,4160.0,0.028125,LOW,exam
2025-03,Cuttack,5,2,7,5126.0,11988.0,17114.0,81120.0,8.629191321499014e-05,LOW,exam
2025-03,Cuttack,5,2,7,5126.0,11988.0,17114.0,4160.0,0.0016826923076923,LOW,exam
2025-04,Cuttack,88,31,119,6227.0,9905.0,16132.0,81120.0,0.0014669625246548,LOW,exam
2025-04,Cuttack,88,31,119,6227.0,9905.0,16132.0,4160.0,0.0286057692307692,LOW,exam
2025-04,Cuttack,6,2,8,6227.0,9905.0,16132.0,81120.0,9.861932938856015e-05,LOW,exam
2025-04,Cuttack,6,2,8,6227.0,9905.0,16132.0,4160.0,0.0019230769230769,LOW,exam
2025-05,Cuttack,110,38,148,7433.0,10422.0,17855.0,81120.0,0.0018244575936883,LOW,normal
2025-05,Cuttack,110,38,148,7433.0,10422.0,17855.0,4160.0,0.035576923076923,LOW,normal
2025-05,Cuttack,6,2,8,7433.0,10422.0,17855.0,81120.0,9.861932938856015e-05,LOW,normal
2025-05,Cuttack,6,2,8,7433.0,10422.0,17855.0,4160.0,0.0019230769230769,LOW,normal
2025-06,Cuttack,176,62,238,6577.0,8565.0,15142.0,81120.0,0.0029339250493096,LOW,normal
2025-06,Cuttack,176,62,238,6577.0,8565.0,15142.0,4160.0,0.0572115384615384,LOW,normal
2025-06,Cuttack,13,5,18,6577.0,8565.0,15142.0,81120.0,0.0002218934911242,LOW,normal
2025-06,Cuttack,13,5,18,6577.0,8565.0,15142.0,4160.0,0.004326923076923,LOW,normal
2025-07,Cuttack,55,19,74,13965.0,10940.0,24905.0,81120.0,0.0009122287968441,LOW,normal
2025-07,Cuttack,55,19,74,13965.0,10940.0,24905.0,4160.0,0.0177884615384615,LOW,normal
2025-07,Cuttack,3,1,4,13965.0,10940.0,24905.0,81120.0,4.930966469428008e-05,LOW,normal
2025-07,Cuttack,3,1,4,13965.0,10940.0,24905.0,4160.0,0.0009615384615384,LOW,normal
2025-08,Cuttack,184,64,248,,,,81120.0,0.0030571992110453,LOW,normal
2025-08,Cuttack,184,64,248,,,,4160.0,0.0596153846153846,LOW,normal
2025-08,Cuttack,9,3,12,,,,81120.0,0.0001479289940828,LOW,normal
2025-08,Cuttack,9,3,12,,,,4160.0,0.0028846153846153,LOW,normal
2025-09,Cuttack,189,66,255,5733.0,6835.0,12568.0,81120.0,0.0031434911242603,LOW,normal
2025-09,Cuttack,189,66,255,5733.0,6835.0,12568.0,4160.0,0.0612980769230769,LOW,normal
2025-09,Cuttack,6,2,8,5733.0,6835.0,12568.0,81120.0,9.861932938856015e-05,LOW,normal
2025-09,Cuttack,6,2,8,5733.0,6835.0,12568.0,4160.0,0.0019230769230769,LOW,normal
2025-10,Cuttack,157,55,212,6073.0,4590.0,10663.0,81120.0,0.0026134122287968,LOW,festival
2025-10,Cuttack,157,55,212,6073.0,4590.0,10663.0,4160.0,0.0509615384615384,LOW,festival
2025-10,Cuttack,8,3,11,6073.0,4590.0,10663.0,81120.0,0.0001356015779092,LOW,festival
2025-10,Cuttack,8,3,11,6073.0,4590.0,10663.0,4160.0,0.0026442307692307,LOW,festival
2025-11,Cuttack,153,54,207,7329.0,4857.0,12186.0,81120.0,0.0025517751479289,LOW,festival
2025-11,Cuttack,153,54,207,7329.0,4857.0,12186.0,4160.0,0.0497596153846153,LOW,festival
2025-11,Cuttack,7,2,9,7329.0,4857.0,12186.0,81120.0,0.0001109467455621,LOW,festival
2025-11,Cuttack,7,2,9,7329.0,4857.0,12186.0,4160.0,0.0021634615384615,LOW,festival
2025-12,Cuttack,153,54,207,8067.0,6436.0,14503.0,81120.0,0.0025517751479289,LOW,normal
2025-12,Cuttack,153,54,207,8067.0,6436.0,14503.0,4160.0,0.0497596153846153,LOW,normal
2025-12,Cuttack,7,2,9,8067.0,6436.0,14503.0,81120.0,0.0001109467455621,LOW,normal
2025-12,Cuttack,7,2,9,8067.0,6436.0,14503.0,4160.0,0.0021634615384615,LOW,normal
2025-01,Dadra & Nagar Haveli,1,0,1,,,,0.0,inf,HIGH,scheme
2025-02,Dadra & Nagar Haveli,2,1,3,,,,0.0,inf,HIGH,normal
2025-03,Dadra & Nagar Haveli,1,0,1,13.0,126.0,139.0,0.0,inf,HIGH,exam
2025-05,Dadra & Nagar Haveli,1,0,1,12.0,103.0,115.0,0.0,inf,HIGH,normal
2025-06,Dadra & Nagar Haveli,1,0,1,,,,0.0,inf,HIGH,normal
2025-08,Dadra & Nagar Haveli,1,0,1,,,,0.0,inf,HIGH,normal
2025-09,Dadra & Nagar Haveli,1,0,1,24.0,63.0,87.0,0.0,inf,HIGH,normal
2025-10,Dadra & Nagar Haveli,2,1,3,3.0,38.0,41.0,0.0,inf,HIGH,festival
2025-11,Dadra & Nagar Haveli,1,0,1,15.0,59.0,74.0,0.0,inf,HIGH,festival
2025-01,Dadra And Nagar Haveli,716,251,967,,,,,,HIGH,scheme
2025-01,Dadra and Nagar Haveli,16,6,22,,,,10400.0,0.0021153846153846,LOW,scheme
2025-01,Dadra and Nagar Haveli,16,6,22,,,,2080.0,0.010576923076923,LOW,scheme
2025-01,Dadra and Nagar Haveli,1,0,1,,,,10400.0,9.615384615384615e-05,LOW,scheme
2025-01,Dadra and Nagar Haveli,1,0,1,,,,2080.0,0.0004807692307692,LOW,scheme
2025-02,Dadra and Nagar Haveli,38,13,51,,,,10400.0,0.0049038461538461,LOW,normal
2025-02,Dadra and Nagar Haveli,38,13,51,,,,2080.0,0.0245192307692307,LOW,normal
2025-02,Dadra and Nagar Haveli,4,1,5,,,,10400.0,0.0004807692307692,LOW,normal
2025-02,Dadra and Nagar Haveli,4,1,5,,,,2080.0,0.0024038461538461,LOW,normal
2025-03,Dadra and Nagar Haveli,25,9,34,1031.0,2555.0,3586.0,10400.0,0.0032692307692307,LOW,exam
2025-03,Dadra and Nagar Haveli,25,9,34,1031.0,2555.0,3586.0,2080.0,0.0163461538461538,LOW,exam
2025-03,Dadra and Nagar Haveli,1,0,1,1031.0,2555.0,3586.0,10400.0,9.615384615384615e-05,LOW,exam
2025-03,Dadra and Nagar Haveli,1,0,1,1031.0,2555.0,3586.0,2080.0,0.0004807692307692,LOW,exam
2025-04,Dadra and Nagar Haveli,7,2,9,1417.0,2182.0,3599.0,10400.0,0.0008653846153846,LOW,exam
2025-04,Dadra and Nagar Haveli,7,2,9,1417.0,2182.0,3599.0,2080.0,0.004326923076923,LOW,exam
2025-04,Dadra and Nagar Haveli,3,1,4,1417.0,2182.0,3599.0,10400.0,0.0003846153846153,LOW,exam
2025-04,Dadra and Nagar Haveli,3,1,4,1417.0,2182.0,3599.0,2080.0,0.0019230769230769,LOW,exam
2025-05,Dadra and Nagar Haveli,4,1,5,1553.0,2390.0,3943.0,10400.0,0.0004807692307692,LOW,normal
2025-05,Dadra and Nagar Haveli,4,1,5,1553.0,2390.0,3943.0,2080.0,0.0024038461538461,LOW,normal
2025-05,Dadra and Nagar Haveli,1,0,1,1553.0,2390.0,3943.0,10400.0,9.615384615384615e-05,LOW,normal
2025-05,Dadra and Nagar Haveli,1,0,1,1553.0,2390.0,3943.0,2080.0,0.0004807692307692,LOW,normal
2025-06,Dadra and Nagar Haveli,8,3,11,1179.0,2151.0,3330.0,10400.0,0.0010576923076923,LOW,normal
2025-06,Dadra and Nagar Haveli,8,3,11,1179.0,2151.0,3330.0,2080.0,0.0052884615384615,LOW,normal
2025-06,Dadra and Nagar Haveli,1,0,1,1179.0,2151.0,3330.0,10400.0,9.615384615384615e-05,LOW,normal
2025-06,Dadra and Nagar Haveli,1,0,1,1179.0,2151.0,3330.0,2080.0,0.0004807692307692,LOW,normal
2025-07,Dadra and Nagar Haveli,6,2,8,1042.0,2514.0,3556.0,10400.0,0.0007692307692307,LOW,normal
2025-07,Dadra and Nagar Haveli,6,2,8,1042.0,2514.0,3556.0,2080.0,0.0038461538461538,LOW,normal
2025-08,Dadra and Nagar Haveli,25,9,34,,,,10400.0,0.0032692307692307,LOW,normal
2025-08,Dadra and Nagar Haveli,25,9,34,,,,2080.0,0.0163461538461538,LOW,normal
2025-08,Dadra and Nagar Haveli,1,0,1,,,,10400.0,9.615384615384615e-05,LOW,normal
2025-08,Dadra and Nagar Haveli,1,0,1,,,,2080.0,0.0004807692307692,LOW,normal
2025-09,Dadra and Nagar Haveli,32,11,43,2902.0,2502.0,5404.0,10400.0,0.0041346153846153,LOW,normal
2025-09,Dadra and Nagar Haveli,32,11,43,2902.0,2502.0,5404.0,2080.0,0.0206730769230769,LOW,normal
2025-09,Dadra and Nagar Haveli,6,2,8,2902.0,2502.0,5404.0,10400.0,0.0007692307692307,LOW,normal
2025-09,Dadra and Nagar Haveli,6,2,8,2902.0,2502.0,5404.0,2080.0,0.0038461538461538,LOW,normal
2025-10,Dadra and Nagar Haveli,24,8,32,442.0,628.0,1070.0,10400.0,0.003076923076923,LOW,festival
2025-10,Dadra and Nagar Haveli,24,8,32,442.0,628.0,1070.0,2080.0,0.0153846153846153,LOW,festival
2025-10,Dadra and Nagar Haveli,4,1,5,442.0,628.0,1070.0,10400.0,0.0004807692307692,LOW,festival
2025-10,Dadra and Nagar Haveli,4,1,5,442.0,628.0,1070.0,2080.0,0.0024038461538461,LOW,festival
2025-11,Dadra and Nagar Haveli,38,13,51,907.0,1253.0,2160.0,10400.0,0.0049038461538461,LOW,festival
2025-11,Dadra and Nagar Haveli,38,13,51,907.0,1253.0,2160.0,2080.0,0.0245192307692307,LOW,festival
2025-11,Dadra and Nagar Haveli,2,1,3,907.0,1253.0,2160.0,10400.0,0.0002884615384615,LOW,festival
2025-11,Dadra and Nagar Haveli,2,1,3,907.0,1253.0,2160.0,2080.0,0.0014423076923076,LOW,festival
2025-12,Dadra and Nagar Haveli,31,11,42,868.0,1697.0,2565.0,10400.0,0.0040384615384615,LOW,normal
2025-12,Dadra and Nagar Haveli,31,11,42,868.0,1697.0,2565.0,2080.0,0.0201923076923076,LOW,normal
2025-12,Dadra and Nagar Haveli,5,2,7,868.0,1697.0,2565.0,10400.0,0.0006730769230769,LOW,normal
2025-12,Dadra and Nagar Haveli,5,2,7,868.0,1697.0,2565.0,2080.0,0.0033653846153846,LOW,normal
2025-01,Dahod,4381,1533,5914,,,,60320.0,0.0980437665782493,LOW,scheme
2025-02,Dahod,331,116,447,,,,60320.0,0.0074104774535809,LOW,normal
2025-03,Dahod,186,65,251,6531.0,7658.0,14189.0,60320.0,0.0041611405835543,LOW,exam
2025-04,Dahod,30,10,40,7920.0,8011.0,15931.0,60320.0,0.0006631299734748,LOW,exam
2025-05,Dahod,73,26,99,8377.0,6855.0,15232.0,60320.0,0.0016412466843501,LOW,normal
2025-06,Dahod,110,38,148,8612.0,6286.0,14898.0,60320.0,0.0024535809018567,LOW,normal
2025-07,Dahod,51,18,69,12063.0,8390.0,20453.0,60320.0,0.001143899204244,LOW,normal
2025-08,Dahod,293,103,396,,,,60320.0,0.0065649867374005,LOW,normal
2025-09,Dahod,254,89,343,6174.0,5567.0,11741.0,60320.0,0.0056863395225464,LOW,normal
2025-10,Dahod,234,82,316,1134.0,1590.0,2724.0,60320.0,0.0052387267904509,LOW,festival
2025-11,Dahod,232,81,313,3717.0,4769.0,8486.0,60320.0,0.0051889920424403,LOW,festival
2025-12,Dahod,274,96,370,5708.0,6313.0,12021.0,60320.0,0.0061339522546419,LOW,normal
2025-01,Dakshin Bastar Dantewada,9,3,12,,,,10400.0,0.0011538461538461,LOW,scheme
2025-02,Dakshin Bastar Dantewada,22,8,30,,,,10400.0,0.0028846153846153,LOW,normal
2025-03,Dakshin Bastar Dantewada,10,4,14,439.0,1084.0,1523.0,10400.0,0.0013461538461538,LOW,exam
2025-04,Dakshin Bastar Dantewada,9,3,12,539.0,1337.0,1876.0,10400.0,0.0011538461538461,LOW,exam
2025-05,Dakshin Bastar Dantewada,64,22,86,661.0,1609.0,2270.0,10400.0,0.0082692307692307,LOW,normal
2025-06,Dakshin Bastar Dantewada,21,7,28,893.0,3014.0,3907.0,10400.0,0.0026923076923076,LOW,normal
2025-07,Dakshin Bastar Dantewada,13,5,18,1137.0,5118.0,6255.0,10400.0,0.0017307692307692,LOW,normal
2025-08,Dakshin Bastar Dantewada,26,9,35,,,,10400.0,0.0033653846153846,LOW,normal
2025-09,Dakshin Bastar Dantewada,12,4,16,889.0,2054.0,2943.0,10400.0,0.0015384615384615,LOW,normal
2025-10,Dakshin Bastar Dantewada,7,2,9,528.0,951.0,1479.0,10400.0,0.0008653846153846,LOW,festival
2025-11,Dakshin Bastar Dantewada,25,9,34,838.0,1434.0,2272.0,10400.0,0.0032692307692307,LOW,festival
2025-12,Dakshin Bastar Dantewada,10,4,14,2140.0,2546.0,4686.0,10400.0,0.0013461538461538,LOW,normal
2025-01,Dakshin Dinajpur,349,122,471,,,,139360.0,0.003379735935706,LOW,scheme
2025-02,Dakshin Dinajpur,264,92,356,,,,139360.0,0.0025545350172215,LOW,normal
2025-03,Dakshin Dinajpur,188,66,254,1775.0,2540.0,4315.0,139360.0,0.0018226176808266,LOW,exam
2025-04,Dakshin Dinajpur,174,61,235,3066.0,2385.0,5451.0,139360.0,0.0016862801377726,LOW,exam
2025-05,Dakshin Dinajpur,229,80,309,2070.0,2188.0,4258.0,139360.0,0.002217278989667,LOW,normal
2025-06,Dakshin Dinajpur,203,71,274,2917.0,2595.0,5512.0,139360.0,0.0019661308840413,LOW,normal
2025-07,Dakshin Dinajpur,114,40,154,4387.0,3481.0,7868.0,139360.0,0.0011050516647531,LOW,normal
2025-08,Dakshin Dinajpur,223,78,301,,,,139360.0,0.0021598737083811,LOW,normal
2025-09,Dakshin Dinajpur,162,57,219,2137.0,2856.0,4993.0,139360.0,0.0015714695752009,LOW,normal
2025-10,Dakshin Dinajpur,217,76,293,1060.0,2062.0,3122.0,139360.0,0.0021024684270952,LOW,festival
2025-11,Dakshin Dinajpur,222,78,300,1588.0,2758.0,4346.0,139360.0,0.0021526980482204,LOW,festival
2025-12,Dakshin Dinajpur,229,80,309,2351.0,2443.0,4794.0,139360.0,0.002217278989667,LOW,normal
2025-01,Dakshina Kannada,110,38,148,,,,93600.0,0.0015811965811965,LOW,scheme
2025-02,Dakshina Kannada,267,93,360,,,,93600.0,0.0038461538461538,LOW,normal
2025-03,Dakshina Kannada,101,35,136,2780.0,5479.0,8259.0,93600.0,0.0014529914529914,LOW,exam
2025-04,Dakshina Kannada,57,20,77,4599.0,4969.0,9568.0,93600.0,0.0008226495726495,LOW,exam
2025-05,Dakshina Kannada,95,33,128,6122.0,4229.0,10351.0,93600.0,0.0013675213675213,LOW,normal
2025-06,Dakshina Kannada,126,44,170,3314.0,4486.0,7800.0,93600.0,0.0018162393162393,LOW,normal
2025-07,Dakshina Kannada,66,23,89,6511.0,6864.0,13375.0,93600.0,0.0009508547008547,LOW,normal
2025-08,Dakshina Kannada,132,46,178,,,,93600.0,0.0019017094017094,LOW,normal
2025-09,Dakshina Kannada,179,63,242,2804.0,3512.0,6316.0,93600.0,0.00258547008547,LOW,normal
2025-10,Dakshina Kannada,225,79,304,2783.0,2711.0,5494.0,93600.0,0.0032478632478632,LOW,festival
2025-11,Dakshina Kannada,182,64,246,4430.0,3526.0,7956.0,93600.0,0.0026282051282051,LOW,festival
2025-12,Dakshina Kannada,118,41,159,5589.0,3343.0,8932.0,93600.0,0.0016987179487179,LOW,normal
2025-01,Daman,3,1,4,,,,2080.0,0.0019230769230769,LOW,scheme
2025-01,Daman,3,1,4,,,,0.0,inf,HIGH,scheme
2025-01,Daman,3,1,4,,,,2080.0,0.0019230769230769,LOW,scheme
2025-02,Daman,3,1,4,,,,2080.0,0.0019230769230769,LOW,normal
2025-02,Daman,3,1,4,,,,0.0,inf,HIGH,normal
2025-02,Daman,3,1,4,,,,2080.0,0.0019230769230769,LOW,normal
2025-02,Daman,1,0,1,,,,2080.0,0.0004807692307692,LOW,normal
2025-02,Daman,1,0,1,,,,0.0,inf,HIGH,normal
2025-02,Daman,1,0,1,,,,2080.0,0.0004807692307692,LOW,normal
2025-02,Daman,3,1,4,,,,2080.0,0.0019230769230769,LOW,normal
2025-02,Daman,3,1,4,,,,0.0,inf,HIGH,normal
2025-02,Daman,3,1,4,,,,2080.0,0.0019230769230769,LOW,normal
2025-03,Daman,3,1,4,422.0,521.0,943.0,2080.0,0.0019230769230769,LOW,exam
2025-03,Daman,3,1,4,422.0,521.0,943.0,0.0,inf,HIGH,exam
2025-03,Daman,3,1,4,422.0,521.0,943.0,2080.0,0.0019230769230769,LOW,exam
2025-03,Daman,1,0,1,422.0,521.0,943.0,2080.0,0.0004807692307692,LOW,exam
2025-03,Daman,1,0,1,422.0,521.0,943.0,0.0,inf,HIGH,exam
2025-03,Daman,1,0,1,422.0,521.0,943.0,2080.0,0.0004807692307692,LOW,exam
2025-04,Daman,1,0,1,501.0,373.0,874.0,2080.0,0.0004807692307692,LOW,exam
2025-04,Daman,1,0,1,501.0,373.0,874.0,0.0,inf,HIGH,exam
2025-04,Daman,1,0,1,501.0,373.0,874.0,2080.0,0.0004807692307692,LOW,exam
2025-08,Daman,2,1,3,,,,2080.0,0.0014423076923076,LOW,normal
2025-08,Daman,2,1,3,,,,0.0,inf,HIGH,normal
2025-08,Daman,2,1,3,,,,2080.0,0.0014423076923076,LOW,normal
2025-08,Daman,3,1,4,,,,2080.0,0.0019230769230769,LOW,normal
2025-08,Daman,3,1,4,,,,0.0,inf,HIGH,normal
2025-08,Daman,3,1,4,,,,2080.0,0.0019230769230769,LOW,normal
2025-09,Daman,2,1,3,469.0,254.0,723.0,2080.0,0.0014423076923076,LOW,normal
2025-09,Daman,2,1,3,469.0,254.0,723.0,0.0,inf,HIGH,normal
2025-09,Daman,2,1,3,469.0,254.0,723.0,2080.0,0.0014423076923076,LOW,normal
2025-10,Daman,4,1,5,120.0,136.0,256.0,2080.0,0.0024038461538461,LOW,festival
2025-10,Daman,4,1,5,120.0,136.0,256.0,0.0,inf,HIGH,festival
2025-10,Daman,4,1,5,120.0,136.0,256.0,2080.0,0.0024038461538461,LOW,festival
2025-11,Daman,3,1,4,254.0,238.0,492.0,2080.0,0.0019230769230769,LOW,festival
2025-11,Daman,3,1,4,254.0,238.0,492.0,0.0,inf,HIGH,festival
2025-11,Daman,3,1,4,254.0,238.0,492.0,2080.0,0.0019230769230769,LOW,festival
2025-11,Daman,2,1,3,254.0,238.0,492.0,2080.0,0.0014423076923076,LOW,festival
2025-11,Daman,2,1,3,254.0,238.0,492.0,0.0,inf,HIGH,festival
2025-11,Daman,2,1,3,254.0,238.0,492.0,2080.0,0.0014423076923076,LOW,festival
2025-01,Damoh,149,52,201,,,,91520.0,0.0021962412587412,LOW,scheme
2025-02,Damoh,269,94,363,,,,91520.0,0.0039663461538461,LOW,normal
2025-03,Damoh,184,64,248,7936.0,12055.0,19991.0,91520.0,0.0027097902097902,LOW,exam
2025-04,Damoh,88,31,119,18109.0,8967.0,27076.0,91520.0,0.0013002622377622,LOW,exam
2025-05,Damoh,123,43,166,9967.0,5839.0,15806.0,91520.0,0.0018138111888111,LOW,normal
2025-06,Damoh,145,51,196,13524.0,7448.0,20972.0,91520.0,0.0021416083916083,LOW,normal
2025-07,Damoh,58,20,78,11445.0,9057.0,20502.0,91520.0,0.0008522727272727,LOW,normal
2025-08,Damoh,221,77,298,,,,91520.0,0.0032561188811188,LOW,normal
2025-09,Damoh,199,70,269,4053.0,5013.0,9066.0,91520.0,0.0029392482517482,LOW,normal
2025-10,Damoh,234,82,316,1807.0,2215.0,4022.0,91520.0,0.0034527972027972,LOW,festival
2025-11,Damoh,172,60,232,3065.0,3826.0,6891.0,91520.0,0.002534965034965,LOW,festival
2025-12,Damoh,204,71,275,4973.0,5184.0,10157.0,91520.0,0.0030048076923076,LOW,normal
2025-01,Dang,872,305,1177,,,,,,HIGH,scheme
2025-01,Dantewada,4,1,5,,,,4160.0,0.001201923076923,LOW,scheme
2025-02,Dantewada,13,5,18,,,,4160.0,0.004326923076923,LOW,normal
2025-03,Dantewada,15,5,20,189.0,525.0,714.0,4160.0,0.0048076923076923,LOW,exam
2025-04,Dantewada,6,2,8,188.0,600.0,788.0,4160.0,0.0019230769230769,LOW,exam
2025-05,Dantewada,33,12,45,357.0,875.0,1232.0,4160.0,0.0108173076923076,LOW,normal
2025-06,Dantewada,22,8,30,559.0,1992.0,2551.0,4160.0,0.0072115384615384,LOW,normal
2025-07,Dantewada,23,8,31,1039.0,4922.0,5961.0,4160.0,0.007451923076923,LOW,normal
2025-08,Dantewada,31,11,42,,,,4160.0,0.0100961538461538,LOW,normal
2025-09,Dantewada,18,6,24,766.0,1581.0,2347.0,4160.0,0.0057692307692307,LOW,normal
2025-10,Dantewada,22,8,30,386.0,557.0,943.0,4160.0,0.0072115384615384,LOW,festival
2025-11,Dantewada,10,4,14,701.0,1024.0,1725.0,4160.0,0.0033653846153846,LOW,festival
2025-12,Dantewada,10,4,14,1142.0,1525.0,2667.0,4160.0,0.0033653846153846,LOW,normal
2025-01,Darbhanga,751,263,1014,,,,255840.0,0.0039634146341463,LOW,scheme
2025-02,Darbhanga,592,207,799,,,,255840.0,0.0031230456535334,LOW,normal
2025-03,Darbhanga,386,135,521,13331.0,17721.0,31052.0,255840.0,0.0020364290181363,LOW,exam
2025-04,Darbhanga,253,89,342,18424.0,16329.0,34753.0,255840.0,0.0013367729831144,LOW,exam
2025-05,Darbhanga,362,127,489,12847.0,11457.0,24304.0,255840.0,0.0019113508442776,LOW,normal
2025-06,Darbhanga,376,132,508,9869.0,10551.0,20420.0,255840.0,0.0019856160100062,LOW,normal
2025-07,Darbhanga,141,49,190,10723.0,15121.0,25844.0,255840.0,0.0007426516572858,LOW,normal
2025-08,Darbhanga,497,174,671,,,,255840.0,0.0026227329580988,LOW,normal
2025-09,Darbhanga,501,175,676,6410.0,9174.0,15584.0,255840.0,0.0026422764227642,LOW,normal
2025-10,Darbhanga,663,232,895,4323.0,6805.0,11128.0,255840.0,0.0034982801751094,LOW,festival
2025-11,Darbhanga,394,138,532,6358.0,13614.0,19972.0,255840.0,0.0020794246404002,LOW,festival
2025-12,Darbhanga,467,163,630,11038.0,16285.0,27323.0,255840.0,0.0024624765478424,LOW,normal
2025-01,Darjeeling,3521,1232,4753,,,,89440.0,0.053141771019678,LOW,scheme
2025-02,Darjeeling,114,40,154,,,,89440.0,0.0017218246869409,LOW,normal
2025-03,Darjeeling,113,40,153,1632.0,3600.0,5232.0,89440.0,0.0017106440071556,LOW,exam
2025-04,Darjeeling,61,21,82,1465.0,3099.0,4564.0,89440.0,0.0009168157423971,LOW,exam
2025-05,Darjeeling,105,37,142,1693.0,3139.0,4832.0,89440.0,0.0015876565295169,LOW,normal
2025-06,Darjeeling,94,33,127,1394.0,2695.0,4089.0,89440.0,0.001419946332737,LOW,normal
2025-07,Darjeeling,72,25,97,2066.0,4098.0,6164.0,89440.0,0.0010845259391771,LOW,normal
2025-08,Darjeeling,99,35,134,,,,89440.0,0.0014982110912343,LOW,normal
2025-09,Darjeeling,146,51,197,1443.0,2244.0,3687.0,89440.0,0.0022025939177101,LOW,normal
2025-10,Darjeeling,133,47,180,588.0,1365.0,1953.0,89440.0,0.0020125223613595,LOW,festival
2025-11,Darjeeling,115,40,155,1276.0,2914.0,4190.0,89440.0,0.0017330053667262,LOW,festival
2025-12,Darjeeling,100,35,135,2224.0,3167.0,5391.0,89440.0,0.0015093917710196,LOW,normal
2025-01,Darjiling,12,4,16,,,,14560.0,0.001098901098901,LOW,scheme
2025-02,Darjiling,30,10,40,,,,14560.0,0.0027472527472527,LOW,normal
2025-03,Darjiling,25,9,34,39.0,183.0,222.0,14560.0,0.0023351648351648,LOW,exam
2025-04,Darjiling,15,5,20,64.0,181.0,245.0,14560.0,0.0013736263736263,LOW,exam
2025-05,Darjiling,21,7,28,59.0,241.0,300.0,14560.0,0.0019230769230769,LOW,normal
2025-06,Darjiling,15,5,20,60.0,215.0,275.0,14560.0,0.0013736263736263,LOW,normal
2025-07,Darjiling,14,5,19,102.0,287.0,389.0,14560.0,0.001304945054945,LOW,normal
2025-08,Darjiling,24,8,32,,,,14560.0,0.0021978021978021,LOW,normal
2025-09,Darjiling,27,9,36,65.0,303.0,368.0,14560.0,0.0024725274725274,LOW,normal
2025-10,Darjiling,30,10,40,18.0,96.0,114.0,14560.0,0.0027472527472527,LOW,festival
2025-11,Darjiling,28,10,38,49.0,278.0,327.0,14560.0,0.0026098901098901,LOW,festival
2025-12,Darjiling,22,8,30,85.0,261.0,346.0,14560.0,0.0020604395604395,LOW,normal
2025-01,Darrang,2208,773,2981,,,,47840.0,0.0623118729096989,LOW,scheme
2025-02,Darrang,223,78,301,,,,47840.0,0.0062918060200668,LOW,normal
2025-03,Darrang,129,45,174,663.0,942.0,1605.0,47840.0,0.0036371237458193,LOW,exam
2025-04,Darrang,77,27,104,3709.0,1180.0,4889.0,47840.0,0.0021739130434782,LOW,exam
2025-05,Darrang,146,51,197,1534.0,785.0,2319.0,47840.0,0.0041178929765886,LOW,normal
2025-06,Darrang,164,57,221,1105.0,1010.0,2115.0,47840.0,0.0046195652173913,LOW,normal
2025-07,Darrang,60,21,81,1682.0,1168.0,2850.0,47840.0,0.001693143812709,LOW,normal
2025-08,Darrang,172,60,232,,,,47840.0,0.0048494983277591,LOW,normal
2025-09,Darrang,127,44,171,1772.0,735.0,2507.0,47840.0,0.003574414715719,LOW,normal
2025-10,Darrang,173,61,234,1420.0,1646.0,3066.0,47840.0,0.004891304347826,LOW,festival
2025-11,Darrang,109,38,147,1789.0,998.0,2787.0,47840.0,0.0030727424749163,LOW,festival
2025-12,Darrang,341,119,460,2566.0,1561.0,4127.0,47840.0,0.0096153846153846,LOW,normal
2025-01,Datia,1222,428,1650,,,,60320.0,0.0273541114058355,LOW,scheme
2025-02,Datia,227,79,306,,,,60320.0,0.0050729442970822,LOW,normal
2025-03,Datia,140,49,189,2230.0,2509.0,4739.0,60320.0,0.0031332891246684,LOW,exam
2025-04,Datia,135,47,182,4531.0,2350.0,6881.0,60320.0,0.0030172413793103,LOW,exam
2025-05,Datia,112,39,151,4143.0,2035.0,6178.0,60320.0,0.0025033156498673,LOW,normal
2025-06,Datia,115,40,155,5057.0,2229.0,7286.0,60320.0,0.0025696286472148,LOW,normal
2025-07,Datia,37,13,50,4716.0,3131.0,7847.0,60320.0,0.0008289124668435,LOW,normal
2025-08,Datia,179,63,242,,,,60320.0,0.0040119363395225,LOW,normal
2025-09,Datia,195,68,263,2501.0,2163.0,4664.0,60320.0,0.0043600795755968,LOW,normal
2025-10,Datia,238,83,321,591.0,792.0,1383.0,60320.0,0.0053216180371352,LOW,festival
2025-11,Datia,193,68,261,1548.0,1627.0,3175.0,60320.0,0.004326923076923,LOW,festival
2025-12,Datia,207,72,279,2331.0,2550.0,4881.0,60320.0,0.0046253315649867,LOW,normal
2025-01,Dausa,127,44,171,,,,83200.0,0.0020552884615384,LOW,scheme
2025-02,Dausa,218,76,294,,,,83200.0,0.0035336538461538,LOW,normal
